Phone No.,Check-in date,Check-in time,Check-out time
86856476,9/2/2021,2113,2134
80818168,22/1/2021,2028,2107
97331318,5/2/2021,2010,2057
95077678,20/1/2021,1758,1958
81968206,5/2/2021,1448,1847
97049002,11/2/2021,2036,2134
87102784,31/1/2021,1848,2157
86499777,5/2/2021,1324,2152
91104584,31/1/2021,2056,2116
84473930,4/2/2021,1825,2142
82469763,27/1/2021,1106,1711
88503298,12/2/2021,1101,2015
96996544,8/2/2021,1422,1721
88006095,11/2/2021,1342,2034
90046812,24/1/2021,1725,1945
95529905,7/2/2021,2149,2151
88950753,22/1/2021,1201,2126
87498623,7/2/2021,1109,1317
89363411,7/2/2021,1215,2107
81475323,11/2/2021,1334,1949
80067390,27/1/2021,1504,2025
94664375,28/1/2021,2145,2157
89395093,21/1/2021,1044,1155
92230986,12/2/2021,1707,2001
81341443,30/1/2021,1410,1751
80140099,22/1/2021,2022,2108
81524446,26/1/2021,1216,1244
80197718,8/2/2021,1303,1656
94937039,3/2/2021,1014,1757
98691939,5/2/2021,1150,1508
81347865,25/1/2021,1524,1832
98399934,20/1/2021,1826,1951
99036702,7/2/2021,2117,2138
88931614,26/1/2021,1219,2037
80508854,7/2/2021,1051,1207
94643239,23/1/2021,1735,1742
97325865,21/1/2021,1334,1750
92471098,24/1/2021,1337,1943
87846546,30/1/2021,1640,1837
99932503,28/1/2021,1058,2130
80275049,1/2/2021,1039,1648
92818608,27/1/2021,1038,1841
84538211,25/1/2021,1434,2131
97913799,6/2/2021,1456,2007
80030871,30/1/2021,2141,2153
82354633,4/2/2021,1417,1849
98421435,4/2/2021,1808,1902
98708254,24/1/2021,1529,1637
96202055,21/1/2021,1358,1903
92076630,8/2/2021,1524,1644
81135064,30/1/2021,1905,2131
96988264,8/2/2021,1830,1955
82764997,27/1/2021,1325,1444
92159098,29/1/2021,1928,1943
87080371,5/2/2021,1221,1950
93940290,27/1/2021,1233,1316
93811710,6/2/2021,1556,1854
98415424,31/1/2021,1200,1615
81243101,8/2/2021,1044,1821
82723006,9/2/2021,1408,1420
87374082,28/1/2021,1332,1528
93140338,20/1/2021,1421,1804
84738092,26/1/2021,1330,2006
86865761,9/2/2021,1218,1625
90876800,12/2/2021,2001,2134
84944000,27/1/2021,1629,1919
97415330,20/1/2021,2123,2144
91059519,2/2/2021,1222,1231
97327688,12/2/2021,2119,2158
83302952,29/1/2021,2112,2136
83541569,8/2/2021,1918,2006
86011598,23/1/2021,1607,1633
91305243,24/1/2021,1444,1652
87087825,20/1/2021,1707,1816
87401556,20/1/2021,1308,2011
95676897,6/2/2021,1155,1323
89688040,2/2/2021,1613,1743
87187977,29/1/2021,1026,1523
94312468,11/2/2021,1557,1728
92255809,23/1/2021,1821,1822
81690491,5/2/2021,2021,2144
92465633,9/2/2021,1427,1808
99462041,12/2/2021,1118,1907
85582651,11/2/2021,2002,2016
97980063,3/2/2021,1823,2032
95108754,9/2/2021,1358,1421
96002491,7/2/2021,1441,1537
97877699,8/2/2021,1207,1221
97814504,3/2/2021,1553,1643
99404061,27/1/2021,1455,1958
97134846,23/1/2021,2150,2158
92972590,21/1/2021,1303,1707
94752356,7/2/2021,1328,2031
89308562,2/2/2021,1423,2001
91623014,27/1/2021,1454,1952
99442817,22/1/2021,1607,1713
83939246,1/2/2021,2002,2143
89367827,26/1/2021,1500,1746
85271211,24/1/2021,1644,1658
86649326,25/1/2021,1345,1947
80947607,22/1/2021,1712,1748
89445063,21/1/2021,1305,1508
99861721,4/2/2021,1117,1704
98064023,22/1/2021,2018,2128
92456153,10/2/2021,1421,1549
88957358,12/2/2021,1100,1922
81487346,4/2/2021,1350,2158
94594839,30/1/2021,1814,2021
95873632,2/2/2021,2031,2116
96471354,28/1/2021,1928,2033
90118484,27/1/2021,1332,1739
84562311,3/2/2021,2136,2151
98243151,20/1/2021,1620,1831
99290607,26/1/2021,1745,2041
82364735,21/1/2021,1834,1918
98124411,2/2/2021,1200,1253
89147551,30/1/2021,2016,2140
99746119,7/2/2021,1242,1824
82307775,27/1/2021,2138,2149
99470462,27/1/2021,1336,1518
84582004,21/1/2021,1850,2104
82395337,30/1/2021,1957,2022
93409045,26/1/2021,1844,1942
81233622,24/1/2021,1754,2012
80112717,20/1/2021,2005,2155
92588338,10/2/2021,2122,2148
91366202,11/2/2021,1500,1802
91206707,10/2/2021,1722,1915
86570260,27/1/2021,2134,2140
95832458,27/1/2021,1916,2126
91462943,26/1/2021,1018,1802
97252828,7/2/2021,1626,2116
96760122,7/2/2021,1626,1924
91845373,9/2/2021,1315,1357
96818147,30/1/2021,1923,1954
82798215,5/2/2021,1901,1941
81508852,12/2/2021,1253,1414
83111174,8/2/2021,1206,1608
96005177,27/1/2021,1426,1850
80543223,24/1/2021,1926,2033
80817782,6/2/2021,1038,1942
86868532,28/1/2021,1342,2120
91063635,8/2/2021,1306,1818
87888083,20/1/2021,1811,2055
94791416,24/1/2021,1454,1706
95472890,23/1/2021,1734,2010
92213318,31/1/2021,1129,2012
90104681,6/2/2021,1321,1547
80234956,9/2/2021,1222,1618
90870772,21/1/2021,2118,2139
90540829,30/1/2021,1608,1714
98058198,21/1/2021,1816,2041
96235977,24/1/2021,1927,2143
82231305,5/2/2021,1850,2019
98155347,10/2/2021,1438,1605
99015561,5/2/2021,1508,1824
92100194,27/1/2021,1555,2129
96866408,27/1/2021,1456,2103
98268747,22/1/2021,1648,2143
96611726,29/1/2021,1702,1730
90142259,1/2/2021,1119,1732
89824590,10/2/2021,1125,1331
87206010,28/1/2021,1605,2153
93206655,30/1/2021,1630,1721
97283323,3/2/2021,1738,2041
94690124,7/2/2021,2133,2150
85824165,25/1/2021,1936,2153
86126892,2/2/2021,1737,1919
85087357,24/1/2021,1104,1955
98504549,9/2/2021,1318,1910
95444123,7/2/2021,1122,1343
98181161,11/2/2021,1658,2018
97152226,23/1/2021,2018,2042
85134025,23/1/2021,1249,1937
88215646,21/1/2021,1433,2041
82746165,24/1/2021,1505,1614
93301418,2/2/2021,1250,1314
97340333,2/2/2021,1745,1845
93034977,9/2/2021,2032,2141
99634245,24/1/2021,1410,1715
97454186,8/2/2021,1456,1728
81987618,4/2/2021,1430,2033
99977789,21/1/2021,2029,2122
83292725,23/1/2021,1652,1751
95337169,29/1/2021,1342,1556
92547092,25/1/2021,1038,2005
88891596,12/2/2021,1641,1914
87531780,8/2/2021,2144,2150
90549022,11/2/2021,1931,1957
91579553,22/1/2021,1106,1136
86162135,30/1/2021,1908,1934
85835242,5/2/2021,2118,2158
99270532,24/1/2021,1025,1550
94250905,5/2/2021,1953,2128
87282789,21/1/2021,1200,1736
89616397,11/2/2021,1207,2135
90507342,23/1/2021,1003,2154
82172064,1/2/2021,1223,1636
86217339,23/1/2021,1600,2028
84550454,27/1/2021,1310,1951
83297984,10/2/2021,1642,1939
85015876,1/2/2021,1431,2013
94903300,6/2/2021,1640,1804
96894090,6/2/2021,1323,2027
89391531,10/2/2021,2041,2045
83024495,31/1/2021,2146,2147
81480266,8/2/2021,1417,1910
81912981,3/2/2021,1145,1248
83667532,26/1/2021,2150,2157
89674284,28/1/2021,1015,2057
93700228,5/2/2021,1025,1855
89578717,30/1/2021,1925,2142
80691240,25/1/2021,1206,1629
84416154,27/1/2021,1932,2120
84430483,31/1/2021,1117,1732
82395675,4/2/2021,1847,2012
98415358,7/2/2021,1353,2048
93100155,30/1/2021,2138,2155
82367580,7/2/2021,1410,1754
94699165,21/1/2021,1130,1548
89888533,30/1/2021,1346,2123
82273674,10/2/2021,1438,2051
88775494,29/1/2021,1005,1721
94848023,9/2/2021,2146,2149
87114483,11/2/2021,2020,2022
99869917,27/1/2021,1403,1435
97641578,4/2/2021,1044,1142
91326299,6/2/2021,1915,2008
98620620,26/1/2021,1551,1622
82032747,24/1/2021,1800,1855
85050040,12/2/2021,1930,2035
80614096,21/1/2021,1045,1312
95079828,21/1/2021,2018,2131
93914843,25/1/2021,1356,2005
81821191,9/2/2021,2126,2130
88188735,31/1/2021,1407,1922
88174199,6/2/2021,1944,2050
85674061,22/1/2021,2147,2154
84328299,9/2/2021,1015,1157
91415105,10/2/2021,1458,1732
89889437,10/2/2021,1220,2037
86157257,7/2/2021,1840,2140
87780688,6/2/2021,2042,2142
90316024,28/1/2021,1138,1629
81971575,31/1/2021,2155,2158
90300517,5/2/2021,1304,1612
89625663,26/1/2021,1919,2129
87680551,12/2/2021,1514,2105
96451135,4/2/2021,2029,2040
94497967,27/1/2021,1758,1905
96211428,28/1/2021,1740,1949
83648643,9/2/2021,1316,1741
81531638,21/1/2021,1725,1752
89682332,27/1/2021,1944,2110
81021508,31/1/2021,1623,1832
96867679,11/2/2021,1212,1343
93565658,31/1/2021,1135,1518
97850195,1/2/2021,2001,2058
93822780,4/2/2021,1213,1813
83570834,4/2/2021,1455,1802
85255711,27/1/2021,1621,1822
93534902,5/2/2021,1748,2052
84717757,8/2/2021,1014,1037
95202967,23/1/2021,1206,1553
99133733,12/2/2021,1443,1501
94199193,7/2/2021,1131,1233
84932698,29/1/2021,1606,1937
86319100,27/1/2021,1850,2112
95990019,24/1/2021,1232,2141
85694221,30/1/2021,1134,1328
84674557,26/1/2021,1656,2115
99974797,25/1/2021,1615,1901
83807201,4/2/2021,1113,1512
80043549,5/2/2021,1713,2033
89278208,2/2/2021,1216,1524
91813243,30/1/2021,1513,1713
95981482,8/2/2021,2145,2155
85985680,31/1/2021,1945,2037
94981929,24/1/2021,1620,2022
93091122,27/1/2021,2140,2155
95636523,21/1/2021,1019,1535
81959771,7/2/2021,1042,2051
87449885,11/2/2021,1500,2057
87276432,12/2/2021,1525,1631
97566382,25/1/2021,1921,2045
84111019,26/1/2021,1248,2037
97871188,2/2/2021,2119,2132
88813402,29/1/2021,1837,2145
80352224,31/1/2021,1923,2119
88078099,3/2/2021,1841,1945
89887094,20/1/2021,1821,2044
98966919,22/1/2021,1713,2055
80372409,21/1/2021,1157,1644
88640816,11/2/2021,1050,1109
88041597,1/2/2021,1035,1312
82312785,7/2/2021,2108,2148
93055386,28/1/2021,1710,1730
97924848,1/2/2021,1425,1823
88838286,21/1/2021,1522,1819
85650448,8/2/2021,2112,2122
95789474,31/1/2021,1321,1801
81446348,6/2/2021,2136,2148
83941904,11/2/2021,1708,1903
83115800,10/2/2021,1940,2044
82894037,1/2/2021,1041,1536
84209978,5/2/2021,2008,2144
96603999,21/1/2021,1940,2050
82003596,3/2/2021,1119,1816
84454383,31/1/2021,1714,2039
91435107,7/2/2021,1544,2044
96703443,11/2/2021,1731,1944
92109224,26/1/2021,1323,1703
87866033,30/1/2021,1123,1346
94721748,9/2/2021,1949,2046
84984878,27/1/2021,1631,1958
93326669,20/1/2021,1128,1448
84248520,2/2/2021,1254,1600
98344809,6/2/2021,2001,2015
96071440,7/2/2021,1755,2113
93332326,2/2/2021,1921,2143
90511407,29/1/2021,1703,2151
99889003,28/1/2021,1224,1511
90204566,9/2/2021,1435,1533
80270010,30/1/2021,1119,1227
88576737,9/2/2021,1308,1938
98686180,30/1/2021,1235,1624
88249962,8/2/2021,1453,1621
83698691,10/2/2021,1058,2038
82236185,12/2/2021,1609,2135
89920192,12/2/2021,1704,2027
98781223,20/1/2021,1123,1132
81692292,3/2/2021,1026,1749
83670555,12/2/2021,1555,2030
92881383,8/2/2021,1449,1902
88774517,28/1/2021,1309,1809
82700471,8/2/2021,1836,2004
94299358,25/1/2021,1950,2002
94968408,22/1/2021,1331,2041
95214941,7/2/2021,1025,1812
94454022,24/1/2021,2133,2154
97877975,23/1/2021,1429,2006
98522352,6/2/2021,1842,2014
93912947,6/2/2021,1342,1437
86355739,22/1/2021,2113,2150
95294643,7/2/2021,1722,2009
94071203,27/1/2021,1809,1918
80442210,1/2/2021,1447,1522
90411151,23/1/2021,1726,1853
96509454,2/2/2021,1851,2048
94530202,24/1/2021,2005,2105
90463982,20/1/2021,2125,2141
95042625,3/2/2021,1838,2004
82083621,27/1/2021,1533,1708
88086628,31/1/2021,1123,1334
98512673,21/1/2021,1605,1731
91345368,9/2/2021,1311,1906
96131624,27/1/2021,1823,1836
87932093,25/1/2021,1857,1943
96252239,8/2/2021,2114,2146
87802931,20/1/2021,1104,2147
86853287,5/2/2021,1624,1817
86548715,1/2/2021,2154,2154
80211981,23/1/2021,1413,1857
85146092,27/1/2021,1014,2037
93775609,3/2/2021,2108,2146
84306088,1/2/2021,1850,2118
81370557,7/2/2021,1851,2042
83654552,28/1/2021,2008,2147
93528498,31/1/2021,1037,1420
98049353,28/1/2021,1117,1632
93724410,20/1/2021,1142,2028
97738888,23/1/2021,1249,1532
98545762,22/1/2021,1132,2032
92991264,2/2/2021,1500,1720
96978806,12/2/2021,1750,2023
94888540,7/2/2021,1949,2033
96126122,3/2/2021,1226,1725
87074670,23/1/2021,1207,1339
97940924,30/1/2021,2035,2104
83122427,21/1/2021,1040,1951
90872332,27/1/2021,1619,1958
89431421,25/1/2021,2037,2154
93291024,21/1/2021,1529,1612
98004726,2/2/2021,1718,1816
82352985,9/2/2021,1215,1440
88907070,5/2/2021,2158,2158
82777997,3/2/2021,1935,1946
82914614,2/2/2021,1512,1930
97206319,21/1/2021,1742,1835
83886076,26/1/2021,2002,2131
99929180,21/1/2021,1540,1812
92385006,1/2/2021,1930,2136
98243303,28/1/2021,1831,2103
93214147,12/2/2021,1612,1710
92290233,31/1/2021,2008,2122
83084116,9/2/2021,1332,1906
88242166,7/2/2021,1727,2001
85176733,8/2/2021,2121,2127
84434986,23/1/2021,1013,1716
89073374,22/1/2021,1022,1428
99634165,28/1/2021,1616,2142
90536762,1/2/2021,1515,2044
82472600,22/1/2021,1755,2007
83726995,20/1/2021,1703,1939
82428333,21/1/2021,2029,2100
91536916,5/2/2021,1755,2105
86638870,10/2/2021,1801,2044
95394539,9/2/2021,2132,2144
97210600,7/2/2021,1255,1820
89201280,25/1/2021,1057,1830
96568086,11/2/2021,1939,2039
90912086,2/2/2021,1936,1953
83360352,1/2/2021,1835,2108
82932087,22/1/2021,1044,1626
89189240,2/2/2021,1927,1954
92589021,4/2/2021,1607,2105
84817680,26/1/2021,1614,2120
94932833,26/1/2021,1422,1833
86006535,6/2/2021,1448,1814
81954242,29/1/2021,2149,2149
93262230,4/2/2021,1332,1943
83739664,25/1/2021,1520,1721
85189594,22/1/2021,1437,1945
89669706,12/2/2021,1249,1352
84872149,25/1/2021,1447,2016
88771052,9/2/2021,1711,2157
95368416,31/1/2021,2004,2007
98021386,2/2/2021,1949,2136
94208369,22/1/2021,1040,1215
82695782,23/1/2021,1007,1756
92047636,11/2/2021,1331,1957
99411444,21/1/2021,1936,2112
84049884,20/1/2021,1941,2134
93021777,6/2/2021,2124,2131
92897397,11/2/2021,1416,1523
97787277,25/1/2021,1113,2148
87298262,25/1/2021,1519,1524
84480015,22/1/2021,1641,1646
84768841,21/1/2021,1906,2032
81735382,20/1/2021,2144,2155
88296009,20/1/2021,1015,1711
97099493,29/1/2021,1418,1648
82437262,21/1/2021,1648,2102
96452584,4/2/2021,1604,1648
91948908,20/1/2021,1012,2158
96959642,26/1/2021,1716,2142
86781760,30/1/2021,1757,1853
89497290,8/2/2021,1331,2118
81131832,27/1/2021,1249,2009
98326957,20/1/2021,1613,2157
90402022,27/1/2021,1100,2158
80073044,8/2/2021,1547,1548
99915761,20/1/2021,1520,1852
95368371,20/1/2021,1402,1813
99556537,4/2/2021,2048,2152
93519318,5/2/2021,1354,1525
98322080,10/2/2021,1423,2001
92120252,2/2/2021,2049,2125
81593813,22/1/2021,1934,2120
83554252,20/1/2021,1540,2006
89097236,31/1/2021,1352,2141
88433413,9/2/2021,2010,2028
82114860,21/1/2021,1437,2147
91234818,21/1/2021,1113,1442
84002068,6/2/2021,1736,2016
93809912,9/2/2021,1046,1837
93897988,11/2/2021,2040,2049
87606097,20/1/2021,1421,2047
81230714,9/2/2021,1112,1238
91724211,11/2/2021,1817,1953
89901231,5/2/2021,1557,1818
99719984,24/1/2021,1755,2101
94533514,3/2/2021,1858,2148
96850685,2/2/2021,1747,1820
80408460,31/1/2021,1104,1129
98930977,9/2/2021,1851,1948
92626605,5/2/2021,2043,2151
98786333,3/2/2021,1623,1625
90140957,4/2/2021,1401,1736
86747611,11/2/2021,1234,1548
98769191,11/2/2021,1732,1758
90661831,1/2/2021,1240,1744
86774356,5/2/2021,1252,2142
81585944,4/2/2021,1728,1942
94742661,4/2/2021,1935,2148
92224920,21/1/2021,1408,2010
99617146,21/1/2021,1616,1903
93381044,27/1/2021,1352,1402
98068009,10/2/2021,1208,2048
83931057,23/1/2021,1136,1818
86700436,27/1/2021,1925,2127
85513524,10/2/2021,1719,2153
98875287,23/1/2021,1407,2049
94024009,31/1/2021,1933,1945
85459316,12/2/2021,1117,1139
92923058,24/1/2021,2058,2114
82913166,21/1/2021,1203,1900
86696938,22/1/2021,2026,2057
82669331,2/2/2021,1840,2051
85624117,27/1/2021,1832,2021
87653092,20/1/2021,2007,2119
92780643,28/1/2021,1852,2043
89084556,4/2/2021,1835,2117
84893023,24/1/2021,1403,1457
87091328,23/1/2021,1826,2110
98220353,11/2/2021,1653,1748
91335897,28/1/2021,1254,1522
95651679,7/2/2021,1810,1941
92457296,3/2/2021,2135,2136
81500186,2/2/2021,2131,2131
89956000,29/1/2021,2110,2139
88087051,8/2/2021,1831,1846
88569072,25/1/2021,1843,2102
84799035,2/2/2021,1426,1544
92710135,21/1/2021,1307,1936
89984715,4/2/2021,1439,1932
95115047,10/2/2021,1647,2008
86165954,5/2/2021,1725,1851
94859884,12/2/2021,1157,1717
92836035,26/1/2021,1752,2156
92270157,27/1/2021,1812,2154
86077376,27/1/2021,1902,2037
98573978,6/2/2021,1040,2007
94816547,22/1/2021,1956,2054
88790598,10/2/2021,1535,2058
87546914,1/2/2021,1942,2128
96733205,3/2/2021,1433,1457
95582204,7/2/2021,1324,1623
88760256,1/2/2021,1210,1939
99148073,28/1/2021,1407,1833
89082061,8/2/2021,2133,2139
96734458,24/1/2021,1442,1926
89740721,28/1/2021,1913,1936
89170461,8/2/2021,2108,2115
98320954,12/2/2021,1936,2150
99113878,29/1/2021,2049,2137
93372529,30/1/2021,1241,1338
87393716,11/2/2021,1121,2124
89260643,9/2/2021,2007,2033
84863924,26/1/2021,2117,2131
83379198,3/2/2021,1723,1839
91010433,20/1/2021,2103,2110
89991652,29/1/2021,1744,2033
94820179,22/1/2021,1522,1752
90836472,28/1/2021,1930,2141
92457906,2/2/2021,1113,1528
90257765,29/1/2021,2043,2151
88758111,11/2/2021,1144,1556
83146320,10/2/2021,1711,2016
90950779,23/1/2021,1553,2054
93793249,5/2/2021,1843,1844
85643749,30/1/2021,1506,1624
81239775,11/2/2021,1744,1848
87301217,28/1/2021,2115,2156
98358382,21/1/2021,1804,2124
93512746,30/1/2021,1008,1926
81029105,8/2/2021,1648,1856
89700868,11/2/2021,1905,2116
82273472,23/1/2021,1942,2026
87227179,7/2/2021,1750,1911
84010713,31/1/2021,1739,1832
91763757,30/1/2021,1504,1829
99468992,25/1/2021,1015,1713
82926119,30/1/2021,1840,1841
93847422,2/2/2021,1143,1824
85539501,24/1/2021,1012,1354
90632212,5/2/2021,1936,2003
90371737,30/1/2021,2011,2111
83912685,3/2/2021,1703,2045
93352216,20/1/2021,1558,2009
87927823,31/1/2021,1026,1531
89351858,3/2/2021,1524,1608
89090400,23/1/2021,2011,2138
87626496,30/1/2021,1008,1535
83683297,4/2/2021,1830,1848
98531723,4/2/2021,1806,1826
82897303,6/2/2021,1258,1845
89279736,22/1/2021,1226,2058
95279436,12/2/2021,1149,1903
86344069,28/1/2021,1410,1905
92192765,10/2/2021,1407,1504
96310621,4/2/2021,1546,1618
87249664,10/2/2021,1551,1712
84468695,29/1/2021,1834,2036
88476779,23/1/2021,2049,2119
94648902,2/2/2021,1022,2120
87507476,6/2/2021,1650,1839
90940538,9/2/2021,1214,1857
99648546,12/2/2021,1033,2110
90706571,2/2/2021,1442,1735
90285302,2/2/2021,1717,2038
82138515,12/2/2021,1052,1746
84990191,24/1/2021,1409,1558
97013960,25/1/2021,1432,1735
98143078,8/2/2021,1123,2107
81402550,23/1/2021,1138,1627
93756493,31/1/2021,1522,1853
97876579,11/2/2021,1950,2146
90846496,22/1/2021,1814,1934
85647842,10/2/2021,1705,2137
96463747,12/2/2021,1812,2110
90519792,30/1/2021,1400,1418
84167795,31/1/2021,1054,1653
82769800,31/1/2021,1020,1119
80912677,3/2/2021,1512,1939
97764004,2/2/2021,1944,2152
85165758,6/2/2021,1026,1527
92896221,1/2/2021,2140,2142
94812053,3/2/2021,2139,2152
86835873,25/1/2021,1751,1826
93933174,8/2/2021,1335,1703
85454927,5/2/2021,1511,1738
90646174,23/1/2021,1037,1200
93333107,22/1/2021,1719,1747
86119390,24/1/2021,1521,2014
91297499,3/2/2021,1255,2145
81916889,10/2/2021,1707,2123
97674430,5/2/2021,1521,1533
91560681,7/2/2021,1833,2143
95911580,1/2/2021,1941,2146
95025434,8/2/2021,1904,1952
83479393,5/2/2021,1343,1755
89908426,24/1/2021,1853,1912
88367156,29/1/2021,1054,2018
96904021,30/1/2021,2000,2017
87722646,6/2/2021,1033,1350
96674052,11/2/2021,1203,1426
96350605,28/1/2021,1622,1658
84471975,20/1/2021,1521,1807
95523887,10/2/2021,1231,1551
85355671,27/1/2021,1403,1553
98239501,12/2/2021,2106,2113
89689873,7/2/2021,1423,1702
92577575,26/1/2021,1954,2040
84570101,4/2/2021,2020,2034
91638391,2/2/2021,1141,2046
96763279,31/1/2021,1039,1613
82171967,30/1/2021,1610,1907
85436422,6/2/2021,1011,1206
97714438,29/1/2021,1641,2000
88423031,12/2/2021,2013,2151
82942917,25/1/2021,2116,2126
87059894,22/1/2021,1047,1540
84295511,29/1/2021,1621,2015
94908737,12/2/2021,2058,2101
91217911,4/2/2021,1907,2043
82165081,9/2/2021,1226,1724
94683871,31/1/2021,1636,1931
92177266,21/1/2021,1801,2103
91275225,11/2/2021,1254,1540
97827854,5/2/2021,1832,1900
97304544,20/1/2021,1202,1224
99323653,24/1/2021,1546,2144
86829383,9/2/2021,2058,2140
83433899,24/1/2021,2050,2051
80727201,2/2/2021,1539,1643
92779987,6/2/2021,1619,1727
99928167,28/1/2021,2104,2146
88304817,31/1/2021,1613,1906
93386462,1/2/2021,1125,1250
87235731,27/1/2021,2014,2109
80824283,23/1/2021,1727,2006
92695628,27/1/2021,1915,2154
99396862,31/1/2021,1722,2149
97250085,21/1/2021,1849,2032
80690672,11/2/2021,1929,1930
99055683,31/1/2021,1519,2051
84227843,3/2/2021,1110,1246
98284313,25/1/2021,1225,1420
89016761,4/2/2021,1648,1820
97206833,6/2/2021,1614,1849
92609430,28/1/2021,2107,2117
88843020,7/2/2021,1232,1313
90201802,5/2/2021,1653,1809
96047378,21/1/2021,1337,1518
90257194,24/1/2021,1439,2107
98792372,25/1/2021,1020,1320
91143136,7/2/2021,1917,2120
91676022,29/1/2021,1031,2130
98453212,3/2/2021,1652,1946
94769122,5/2/2021,1839,2057
89396697,21/1/2021,1017,1851
96652787,27/1/2021,1255,1817
85452182,8/2/2021,1051,1714
84488150,3/2/2021,1136,1813
98694141,8/2/2021,1239,1738
81096807,25/1/2021,1625,1702
83053446,28/1/2021,1057,1908
85035584,7/2/2021,1519,2034
96800298,26/1/2021,1510,1900
82860456,20/1/2021,1733,2122
99276064,29/1/2021,1717,1806
95078357,21/1/2021,1756,1952
84428161,3/2/2021,1851,2153
86767003,5/2/2021,1117,1528
90491662,28/1/2021,1542,1627
82083388,1/2/2021,2031,2102
82867981,2/2/2021,2101,2155
88697036,11/2/2021,1536,2031
92756356,10/2/2021,1144,1518
96833358,30/1/2021,1920,2154
97667446,9/2/2021,2015,2121
96484592,8/2/2021,1320,2121
86226610,4/2/2021,1229,1629
94224095,12/2/2021,1555,1629
89121788,3/2/2021,1318,2120
97699046,11/2/2021,1531,1835
88387895,12/2/2021,1417,1436
94339723,5/2/2021,1521,1944
95583546,8/2/2021,1748,1950
94724381,4/2/2021,1546,1929
99782428,23/1/2021,2019,2128
97341661,21/1/2021,1315,1352
82343715,9/2/2021,1650,1855
91252723,6/2/2021,1140,1655
95725341,6/2/2021,1132,2042
84563416,11/2/2021,1608,1922
95884495,11/2/2021,1620,1629
80685254,8/2/2021,1911,2005
97945210,9/2/2021,1407,1429
99694128,6/2/2021,2146,2146
90557309,12/2/2021,2121,2133
96215669,10/2/2021,1708,1838
85317395,21/1/2021,2139,2155
80776367,12/2/2021,1813,2015
93656059,26/1/2021,1139,1933
92354205,12/2/2021,1200,1843
88655336,22/1/2021,1300,2124
89990059,23/1/2021,1935,2030
83583534,7/2/2021,1612,1740
92274783,23/1/2021,1040,1244
81617830,30/1/2021,1406,1643
96078278,12/2/2021,1243,1508
82918167,29/1/2021,2101,2153
93255807,24/1/2021,1436,1533
91511262,28/1/2021,1104,1452
