Phone No.,Check-in date,Check-in time,Check-out time
98756115,22/1/2021,1543,2107
83102324,2/2/2021,1038,1834
93065729,7/2/2021,1349,2038
87723144,29/1/2021,1406,2105
95835482,27/1/2021,1619,1914
89822829,30/1/2021,1944,2056
82871406,25/1/2021,1546,2145
85111327,30/1/2021,1828,1941
88759843,11/2/2021,1740,1907
82442155,1/2/2021,1308,1532
80348067,4/2/2021,2045,2119
81329208,25/1/2021,1041,1358
92913183,12/2/2021,1140,1825
84666799,29/1/2021,1557,1923
90231239,31/1/2021,1213,1711
94476156,20/1/2021,1121,1943
80466659,10/2/2021,1748,1817
87425498,23/1/2021,1607,2024
85220665,24/1/2021,1246,2005
93325466,11/2/2021,1023,1602
92906375,21/1/2021,1544,1929
93787839,20/1/2021,1116,1352
83533708,28/1/2021,1154,1828
88840740,26/1/2021,1436,1658
99205663,25/1/2021,2050,2054
93107267,12/2/2021,2058,2156
91077906,6/2/2021,2109,2148
84410550,27/1/2021,2120,2152
92038972,5/2/2021,1937,2046
87455731,20/1/2021,1123,1821
99419036,2/2/2021,1317,1446
85296826,30/1/2021,1718,1726
97059533,22/1/2021,1310,1335
93994964,6/2/2021,1311,1608
92449229,11/2/2021,1529,1638
95594130,4/2/2021,1805,1946
83677145,31/1/2021,1536,1548
87851894,26/1/2021,2054,2106
90469960,9/2/2021,1231,1918
87764322,1/2/2021,1113,2147
90047255,22/1/2021,1823,2011
90991090,1/2/2021,1817,2116
90054325,24/1/2021,1243,1848
82463163,3/2/2021,2136,2151
91370391,1/2/2021,1712,1941
88396180,30/1/2021,2126,2142
99304907,23/1/2021,1731,1921
88016701,27/1/2021,2122,2158
82207054,2/2/2021,1413,1931
96449866,6/2/2021,1150,1614
83378491,7/2/2021,1021,1309
90622251,4/2/2021,2027,2128
83490658,23/1/2021,2115,2138
83840604,22/1/2021,2122,2135
88434003,23/1/2021,1832,2043
91524586,26/1/2021,1822,2014
89955205,30/1/2021,1802,2048
91399311,29/1/2021,1432,1712
84820101,22/1/2021,1719,2008
84214905,7/2/2021,1355,1446
91739212,3/2/2021,1507,1808
84101921,11/2/2021,1335,1516
87765151,20/1/2021,1229,1609
86509621,5/2/2021,2023,2144
99843009,24/1/2021,1300,1404
80716744,22/1/2021,1827,2035
86691013,29/1/2021,2023,2049
91809515,1/2/2021,1809,2113
89366442,1/2/2021,1847,1853
96324978,6/2/2021,1243,1632
90127247,29/1/2021,1051,1825
81065079,9/2/2021,1623,2020
93188906,29/1/2021,1246,1407
84485884,22/1/2021,1427,1821
98144840,24/1/2021,1132,1836
82833414,28/1/2021,1430,1441
88093787,9/2/2021,1100,1439
81935096,12/2/2021,1521,2130
86133061,29/1/2021,2137,2148
84017864,7/2/2021,1004,1303
90889203,7/2/2021,1126,1757
96121764,10/2/2021,1538,1805
96177187,25/1/2021,1617,1846
96672744,20/1/2021,1005,1557
92228435,21/1/2021,2044,2137
99290269,11/2/2021,1111,1502
84166863,29/1/2021,1213,2016
87274365,22/1/2021,1705,2001
82933701,11/2/2021,1937,2141
87411407,4/2/2021,1204,1601
97688526,20/1/2021,2111,2141
84577941,11/2/2021,1618,2035
87193058,25/1/2021,1350,1702
84362689,11/2/2021,1217,1544
95414720,12/2/2021,1914,2154
85635313,4/2/2021,1521,2129
97942880,11/2/2021,1950,2006
98158078,3/2/2021,1112,1910
90110698,20/1/2021,1454,1726
91106955,31/1/2021,1124,1711
96923042,26/1/2021,1319,1926
85798219,21/1/2021,1549,2026
95957602,9/2/2021,1537,1854
93509690,1/2/2021,1441,1953
93789156,25/1/2021,1935,2151
91836533,23/1/2021,1015,1723
99211761,12/2/2021,1856,2127
87047084,31/1/2021,1354,2031
82198314,6/2/2021,1631,1936
99050360,31/1/2021,2156,2157
81698469,10/2/2021,1516,1915
93532164,12/2/2021,1217,1928
92786009,30/1/2021,1144,2129
98146790,11/2/2021,1024,2123
83260756,22/1/2021,1623,2000
82771760,26/1/2021,1909,1924
98035150,31/1/2021,1248,1939
91972385,20/1/2021,1040,1946
86969466,11/2/2021,1927,2006
90102326,27/1/2021,1141,1857
96041532,9/2/2021,1349,1512
80861710,9/2/2021,1106,1606
80954361,26/1/2021,1256,1608
98541048,31/1/2021,1245,2012
93975808,27/1/2021,1022,2047
87206887,26/1/2021,2035,2052
96189820,29/1/2021,1105,1753
97876598,7/2/2021,1952,1957
90219901,6/2/2021,1003,2042
93113943,11/2/2021,1430,1607
89574926,6/2/2021,1747,1921
84011055,20/1/2021,1227,2143
94480367,6/2/2021,1811,2153
88759882,28/1/2021,2050,2125
90605187,23/1/2021,2133,2155
95878932,20/1/2021,1047,1317
98880038,11/2/2021,1721,2043
86752139,21/1/2021,1344,1929
81512710,30/1/2021,2117,2126
93922807,30/1/2021,1857,2034
93151747,30/1/2021,1041,2020
94273039,31/1/2021,1416,1709
98565494,11/2/2021,1112,1257
99266560,28/1/2021,1107,1152
99098916,30/1/2021,1740,2009
83239172,6/2/2021,1839,2103
98118615,10/2/2021,1032,1807
87289563,10/2/2021,1353,2133
90321147,29/1/2021,1902,2105
96230313,25/1/2021,2007,2101
83497963,29/1/2021,1412,1845
85133807,23/1/2021,1821,2157
84849463,5/2/2021,1713,2106
92821808,7/2/2021,2012,2120
97664646,4/2/2021,1403,1832
98178326,10/2/2021,1042,1552
94646542,29/1/2021,1039,2125
94448880,7/2/2021,1505,2105
86054717,29/1/2021,2033,2034
93972597,26/1/2021,1427,1911
98899268,30/1/2021,1902,2143
96526095,29/1/2021,2129,2135
94460117,21/1/2021,1325,1424
85594237,27/1/2021,1824,2119
92409537,10/2/2021,1434,2033
97656128,6/2/2021,1407,1551
96429432,12/2/2021,1841,1907
82303422,24/1/2021,1050,1111
85423503,10/2/2021,1543,1813
92824700,25/1/2021,1945,2028
84484780,5/2/2021,1852,2154
94075719,24/1/2021,1814,2007
97965693,31/1/2021,2049,2128
81684561,30/1/2021,1227,1635
90809845,10/2/2021,1557,1912
95812891,11/2/2021,1410,2018
83094606,24/1/2021,1258,1604
82683220,3/2/2021,1512,2020
86536239,8/2/2021,1509,1558
81604164,27/1/2021,1034,1449
86323904,7/2/2021,1757,1826
89025981,27/1/2021,1452,1745
88105777,30/1/2021,1041,2017
98595316,11/2/2021,1309,1512
83681498,23/1/2021,1702,1820
89624969,4/2/2021,1539,1936
88149882,3/2/2021,1207,2051
81517398,3/2/2021,1225,2000
98906879,7/2/2021,1319,1917
86676303,7/2/2021,1424,1653
85639992,1/2/2021,2115,2123
80133149,23/1/2021,1157,1226
85628853,20/1/2021,1936,2120
80183724,12/2/2021,1549,2127
83777940,25/1/2021,1608,1832
82265509,21/1/2021,1913,2009
91563481,24/1/2021,1820,2136
88406776,29/1/2021,1239,2027
88018358,6/2/2021,1945,1954
93352864,28/1/2021,1309,2107
95157504,20/1/2021,1335,1820
81167828,6/2/2021,1234,1325
91532479,21/1/2021,1035,2119
84542748,5/2/2021,1640,1744
94629976,10/2/2021,1902,2144
90950876,27/1/2021,1848,2108
80517139,20/1/2021,1633,2032
85467618,23/1/2021,2009,2152
98335656,25/1/2021,1243,1939
91247864,9/2/2021,2054,2153
98269702,23/1/2021,1045,1539
88780130,21/1/2021,2153,2154
81073847,12/2/2021,1946,1949
84398594,21/1/2021,1042,2107
88041267,1/2/2021,1419,2123
84701651,20/1/2021,1714,2000
82279998,31/1/2021,1004,1911
83343055,11/2/2021,1625,1637
96933845,11/2/2021,2102,2103
84975288,9/2/2021,1241,2040
99878063,1/2/2021,1722,1835
99005181,27/1/2021,2044,2044
92436539,28/1/2021,2133,2138
88592525,25/1/2021,1636,2035
83318541,28/1/2021,2029,2120
94643446,28/1/2021,1755,2104
86319249,26/1/2021,2154,2156
90774298,30/1/2021,1944,2049
80599828,25/1/2021,2055,2156
89859187,1/2/2021,2134,2153
83726188,7/2/2021,1843,1916
85967627,27/1/2021,1312,1316
89475272,27/1/2021,1623,1909
88215871,1/2/2021,2000,2107
84470023,24/1/2021,2024,2146
83383125,23/1/2021,1317,1327
82187501,2/2/2021,2153,2158
85988761,29/1/2021,2002,2033
90375979,8/2/2021,1917,2046
91144279,20/1/2021,1752,2138
82839031,24/1/2021,1430,1855
82229175,9/2/2021,2102,2125
97864279,25/1/2021,2037,2045
96943524,20/1/2021,1338,1554
80255055,28/1/2021,1251,1810
83204566,7/2/2021,2146,2146
82040659,29/1/2021,1320,1542
92906534,2/2/2021,1510,2127
90548311,4/2/2021,1522,1723
89932599,21/1/2021,1122,1244
82373618,12/2/2021,1536,1748
86980442,8/2/2021,1407,1752
96027616,4/2/2021,1901,1930
92453257,4/2/2021,1201,1441
96678461,20/1/2021,1223,1905
86682392,5/2/2021,1458,1823
83101294,5/2/2021,1654,1820
93501302,25/1/2021,1449,2034
80445268,28/1/2021,1621,1622
87220322,29/1/2021,2029,2142
84603922,4/2/2021,1315,1500
97873236,26/1/2021,1431,1943
85006353,1/2/2021,1704,1934
84798973,24/1/2021,2023,2138
81484599,21/1/2021,1745,1819
86260494,23/1/2021,2105,2112
98869693,24/1/2021,1255,1419
96673682,5/2/2021,1350,1655
84263360,2/2/2021,1750,1837
96860911,24/1/2021,2008,2038
89754606,8/2/2021,1723,1955
80481930,27/1/2021,1642,1949
81061142,29/1/2021,1106,1629
84634336,7/2/2021,1758,1923
90296797,28/1/2021,1826,1830
90008293,22/1/2021,1451,1613
96807386,11/2/2021,1630,2116
90978410,31/1/2021,1544,2053
82460022,26/1/2021,1915,1956
83700949,31/1/2021,1903,1922
85904546,24/1/2021,2039,2155
91215517,9/2/2021,1744,2143
93682217,12/2/2021,1943,2034
87497273,7/2/2021,1339,1702
83860012,3/2/2021,1022,1815
96467382,25/1/2021,1322,1656
91178209,1/2/2021,2135,2152
86410017,23/1/2021,1611,2046
98283221,9/2/2021,1013,1457
86169208,31/1/2021,2040,2116
85941260,31/1/2021,1206,1528
99618318,9/2/2021,2035,2151
87670850,27/1/2021,1302,1650
89753238,8/2/2021,1811,2158
85395800,23/1/2021,1611,2126
80294683,25/1/2021,2047,2123
97309418,11/2/2021,1637,2042
82456389,9/2/2021,2010,2019
97631048,3/2/2021,1843,1940
87485547,27/1/2021,2108,2141
89254308,7/2/2021,1424,1805
85153465,29/1/2021,1405,1427
96099683,11/2/2021,1708,1716
81500594,5/2/2021,1815,1918
86135038,24/1/2021,2014,2057
90047187,31/1/2021,2116,2124
84182802,21/1/2021,2006,2157
93802908,24/1/2021,1400,1637
90314681,3/2/2021,2138,2156
87101534,7/2/2021,1556,1616
87811758,1/2/2021,1020,1648
92968946,9/2/2021,1416,1458
92799296,1/2/2021,2015,2114
96017183,9/2/2021,1805,1900
92044593,26/1/2021,2128,2132
94821360,28/1/2021,1032,1151
99097461,5/2/2021,1814,2128
95766123,21/1/2021,1313,1543
87380475,7/2/2021,1651,1917
84919403,21/1/2021,1806,1957
90158955,29/1/2021,1058,1858
80337812,23/1/2021,1521,1911
87965748,30/1/2021,1122,2121
81993838,28/1/2021,1840,1933
89399505,20/1/2021,1515,1643
94493448,7/2/2021,1533,1818
93085914,20/1/2021,1506,1506
89315394,12/2/2021,1121,1238
99886960,23/1/2021,1812,2125
85209338,5/2/2021,2132,2136
93961111,24/1/2021,1231,2042
99359205,23/1/2021,1247,1320
87936721,6/2/2021,1522,2155
89537230,25/1/2021,2109,2132
86299543,21/1/2021,1112,1524
90268423,29/1/2021,1146,1754
99086816,27/1/2021,2134,2156
87579539,24/1/2021,1443,2123
82794397,8/2/2021,1122,1756
95601174,25/1/2021,1638,2007
86888431,8/2/2021,1222,1721
97644798,22/1/2021,1440,2117
81654796,30/1/2021,1612,1703
82852330,23/1/2021,1335,2049
94706964,10/2/2021,1839,1908
86769055,4/2/2021,1444,2021
97099409,21/1/2021,1534,1951
93754048,23/1/2021,2109,2126
83057640,3/2/2021,1648,2007
86886880,25/1/2021,1132,1219
97639898,2/2/2021,2114,2119
90184228,7/2/2021,1214,1908
99841236,12/2/2021,1728,1901
85084943,12/2/2021,1736,1940
83020393,5/2/2021,1747,2041
87102307,25/1/2021,1719,2104
97115039,24/1/2021,1258,2142
88127759,8/2/2021,2030,2149
91081757,2/2/2021,1043,1818
96675299,3/2/2021,1830,2048
83927952,20/1/2021,2102,2102
92485860,8/2/2021,1419,1944
87495737,5/2/2021,2118,2132
85546974,8/2/2021,1419,2113
89044139,27/1/2021,1332,1928
95197429,30/1/2021,1817,1937
81840478,8/2/2021,1430,2022
92738717,20/1/2021,1448,1453
93235970,11/2/2021,1644,1723
92582779,23/1/2021,2108,2115
88616911,5/2/2021,1331,1936
86158368,23/1/2021,1218,1852
82882718,12/2/2021,1514,1530
99727412,5/2/2021,1437,2158
99984748,10/2/2021,2101,2152
87062079,1/2/2021,1150,2147
93588823,27/1/2021,1730,1812
92717696,30/1/2021,1648,1942
82807826,20/1/2021,1936,2102
82122967,28/1/2021,1820,1903
82028844,11/2/2021,2115,2123
92906468,9/2/2021,1713,2053
89098090,31/1/2021,1421,1523
96738142,24/1/2021,1931,2035
80134141,2/2/2021,1533,1902
84261546,24/1/2021,1705,1749
99159338,11/2/2021,1757,1929
86392656,21/1/2021,1348,1921
99898133,31/1/2021,1352,1451
98959820,6/2/2021,1454,1526
97418330,20/1/2021,1142,1501
90230787,4/2/2021,2023,2040
84120448,22/1/2021,2057,2104
86975011,11/2/2021,1226,1308
97483489,5/2/2021,1804,1905
97497219,25/1/2021,1500,1549
97645013,26/1/2021,1227,2126
98954454,24/1/2021,1421,2021
88383639,26/1/2021,2043,2111
81225159,9/2/2021,1449,1809
96749863,4/2/2021,1917,2146
81377093,20/1/2021,2110,2118
85853947,4/2/2021,2019,2058
95673220,30/1/2021,1401,1700
84516504,28/1/2021,1217,2052
90543585,2/2/2021,2051,2125
95371587,10/2/2021,1518,2029
92575999,3/2/2021,2054,2055
86262332,29/1/2021,1049,1721
81182544,29/1/2021,1118,1532
91443833,12/2/2021,1305,1341
86313599,10/2/2021,1502,1829
84401602,7/2/2021,1206,2118
85864418,21/1/2021,1912,1947
97017593,21/1/2021,1057,2158
86530885,11/2/2021,1123,1415
96241280,5/2/2021,1012,1741
96363132,8/2/2021,1405,1525
88589638,1/2/2021,1130,2017
94929521,21/1/2021,1922,1957
88429351,11/2/2021,1827,1843
98387729,1/2/2021,2156,2156
88881248,8/2/2021,1757,1815
90844146,1/2/2021,1358,1824
88986289,21/1/2021,1910,2107
81621237,9/2/2021,1828,1926
98023096,12/2/2021,1727,2040
85699923,25/1/2021,1220,1600
93884920,8/2/2021,1725,1853
91989627,3/2/2021,1038,1707
95340374,20/1/2021,1825,2131
90641588,3/2/2021,1358,1535
97397824,28/1/2021,1053,2021
86933704,25/1/2021,2141,2142
83657384,27/1/2021,1828,1909
89615340,3/2/2021,1942,2123
87736857,28/1/2021,2151,2154
96989276,7/2/2021,2018,2122
92957096,27/1/2021,1419,1931
86025025,28/1/2021,1016,1534
89234607,8/2/2021,1325,1531
81082364,27/1/2021,1044,2103
88458998,29/1/2021,1302,1754
85127548,6/2/2021,1408,1700
91186130,2/2/2021,1241,1715
96444735,7/2/2021,1418,1546
90428163,7/2/2021,1104,1613
89755030,25/1/2021,1801,1850
90001882,29/1/2021,1252,2037
80217202,5/2/2021,1631,1834
88112107,20/1/2021,2003,2018
88573769,24/1/2021,1554,1752
87164186,7/2/2021,1604,2154
87377940,4/2/2021,1303,1439
89578408,22/1/2021,2148,2156
89628980,10/2/2021,2111,2131
92887125,7/2/2021,1850,2154
94814626,29/1/2021,1203,1340
84119278,7/2/2021,1941,2054
80292319,5/2/2021,1733,2109
82924499,29/1/2021,1001,1135
93149167,7/2/2021,1650,1937
85340255,5/2/2021,1323,2125
94384212,26/1/2021,1439,2017
91487553,4/2/2021,1934,2155
89839026,31/1/2021,2006,2154
92963000,26/1/2021,1340,2100
99272867,4/2/2021,1722,1846
90382363,5/2/2021,1324,1929
82172466,30/1/2021,1914,1944
92754098,28/1/2021,1825,2118
99101718,6/2/2021,1438,2056
83444942,6/2/2021,1934,2150
81754357,6/2/2021,2105,2133
90259869,3/2/2021,1304,2147
98006933,22/1/2021,2114,2122
85208462,11/2/2021,2127,2129
93584662,30/1/2021,1934,2010
94183567,2/2/2021,1547,2100
85321805,29/1/2021,1738,1906
93340779,31/1/2021,1206,1915
81510316,4/2/2021,1522,2126
94776560,30/1/2021,1529,2113
92324953,29/1/2021,2116,2122
84686233,22/1/2021,1346,2034
85299119,10/2/2021,1048,2146
93369691,23/1/2021,1331,1648
82091240,12/2/2021,1217,2158
89268043,11/2/2021,1947,2128
96902429,3/2/2021,2012,2129
84458268,29/1/2021,1050,1135
97295592,22/1/2021,1402,1807
82172231,6/2/2021,1334,1755
88293486,23/1/2021,1226,1426
91876863,31/1/2021,2049,2115
87939402,22/1/2021,1251,2102
94511290,5/2/2021,1441,1546
93649803,2/2/2021,1705,1830
94112027,28/1/2021,2106,2138
97685634,20/1/2021,1147,1549
80286199,27/1/2021,2111,2145
90420302,22/1/2021,1023,1243
89302852,24/1/2021,2119,2155
95393536,5/2/2021,1045,1628
86149354,24/1/2021,2141,2146
85545776,29/1/2021,1103,1922
88747774,10/2/2021,1625,1646
96822567,20/1/2021,1902,2021
93211620,11/2/2021,1331,1439
82811918,24/1/2021,1822,1844
97291292,27/1/2021,1904,2124
91684568,5/2/2021,1126,1713
87570252,27/1/2021,2100,2136
86484512,20/1/2021,1241,1418
89172412,9/2/2021,1840,2129
92381221,24/1/2021,1406,2130
91446528,3/2/2021,2045,2130
90846515,20/1/2021,1523,1615
81996777,25/1/2021,1946,2101
92056428,12/2/2021,1753,1853
88818383,8/2/2021,1917,2024
92584128,27/1/2021,1428,1857
92833246,21/1/2021,1235,2039
80134464,28/1/2021,1252,1703
85239511,9/2/2021,2156,2158
93162216,1/2/2021,1057,1533
99716311,1/2/2021,1825,1917
96292765,11/2/2021,1206,1557
90121594,25/1/2021,1447,1530
84155546,22/1/2021,1418,1844
90358268,4/2/2021,2118,2130
92559968,31/1/2021,1214,2128
93916152,11/2/2021,1327,2152
86172533,22/1/2021,1952,2007
96814672,2/2/2021,1012,1435
94174690,29/1/2021,1445,1954
86408378,27/1/2021,1845,1852
93293118,5/2/2021,2116,2123
94805714,6/2/2021,1357,1701
91783503,4/2/2021,1627,1647
80158661,6/2/2021,1608,2030
86816871,29/1/2021,1950,2056
85287653,10/2/2021,1331,1716
91967911,30/1/2021,1706,1925
99656554,29/1/2021,2026,2112
92900036,4/2/2021,1125,1951
98403430,21/1/2021,1800,2040
99004050,26/1/2021,1210,2009
94282655,29/1/2021,1701,2020
82176803,6/2/2021,1044,1303
81758917,6/2/2021,1723,2058
85499086,8/2/2021,1544,1912
94196974,7/2/2021,1845,1913
90711835,3/2/2021,1156,1536
83653670,25/1/2021,2122,2127
81453359,5/2/2021,1140,1241
93986435,26/1/2021,1337,1855
99134964,29/1/2021,1104,1401
96794352,1/2/2021,1227,1922
85811116,26/1/2021,1145,1204
88559712,24/1/2021,1336,1751
92201225,3/2/2021,2148,2148
98889049,4/2/2021,2106,2111
98918544,11/2/2021,1427,1806
88633868,7/2/2021,1501,1805
80584460,9/2/2021,1647,2039
89448289,28/1/2021,2117,2142
98312338,29/1/2021,1737,1802
92511240,20/1/2021,1347,1413
89452943,4/2/2021,1651,2141
92263914,28/1/2021,1509,1548
83701230,27/1/2021,2022,2130
87518543,25/1/2021,1340,2035
86555708,8/2/2021,1603,2015
84209679,4/2/2021,1222,1957
99298082,5/2/2021,1924,2054
94229526,9/2/2021,1950,2117
81702262,23/1/2021,1748,2011
89072822,12/2/2021,2027,2137
96505882,21/1/2021,1302,2100
84195881,5/2/2021,1854,2011
87419482,7/2/2021,1003,1639
90692355,5/2/2021,1034,1732
80242013,23/1/2021,2131,2133
94398758,12/2/2021,1920,2046
93817702,22/1/2021,1431,1437
96309539,25/1/2021,1642,2107
87436059,8/2/2021,1326,1753
94414398,27/1/2021,1207,2054
81145866,8/2/2021,1433,1740
97903870,23/1/2021,1325,1838
91800300,30/1/2021,1953,2028
88544156,25/1/2021,1822,1945
80241791,26/1/2021,2036,2125
86036609,29/1/2021,1543,2057
94891588,5/2/2021,1956,2019
99460754,4/2/2021,1720,1727
83569106,6/2/2021,1810,2000
98596450,27/1/2021,1058,1453
91137394,3/2/2021,1632,1739
93353089,29/1/2021,2041,2152
98714626,6/2/2021,1014,2122
92946054,26/1/2021,1051,1532
99708074,22/1/2021,2142,2149
86498785,8/2/2021,2105,2112
94356987,2/2/2021,1743,2038
82163205,8/2/2021,1026,1041
91264154,20/1/2021,1944,2133
99988066,30/1/2021,1441,1821
97685470,12/2/2021,1613,2021
81810207,2/2/2021,1631,1912
87179206,20/1/2021,1723,1928
95340119,11/2/2021,1210,1606
84661127,10/2/2021,1047,1315
95025531,20/1/2021,1821,2105
87645989,30/1/2021,1921,2053
98719907,6/2/2021,1736,2141
86048752,31/1/2021,2145,2148
89054533,4/2/2021,1230,1525
87020483,12/2/2021,1136,1446
83270189,26/1/2021,1053,2044
82203905,4/2/2021,2007,2036
87891882,11/2/2021,1115,1203
85921407,1/2/2021,1325,1419
85305218,1/2/2021,1737,2144
96260888,2/2/2021,1622,2135
86517391,31/1/2021,1435,1958
87724833,8/2/2021,2102,2126
86848350,26/1/2021,1717,2058
90822157,21/1/2021,1317,1810
83279154,9/2/2021,1220,2115
90088382,9/2/2021,1111,1255
95246648,23/1/2021,1256,1918
87847753,12/2/2021,1823,2029
81734151,28/1/2021,1847,1940
94078906,2/2/2021,1627,1913
90706625,1/2/2021,1121,1244
91554409,29/1/2021,1040,1318
94185102,9/2/2021,1023,1505
91152103,5/2/2021,1537,1758
84481463,6/2/2021,1055,1753
96815152,3/2/2021,1241,1403
94663224,22/1/2021,1924,2158
