Phone No.,Check-in date,Check-in time,Check-out time
92101457,10/2/2021,1614,2037
88729655,28/1/2021,1102,1537
83566471,21/1/2021,1636,2148
92775989,26/1/2021,1245,1604
90142089,1/2/2021,1229,1757
96380858,22/1/2021,1252,1705
83345626,21/1/2021,1422,1658
97130294,8/2/2021,1826,1832
87025040,2/2/2021,1311,1542
92609098,31/1/2021,1900,2049
95346316,5/2/2021,1352,2028
98254950,31/1/2021,1317,2127
96515159,21/1/2021,1229,1322
82173216,29/1/2021,1700,1919
95849043,9/2/2021,1204,1918
95727991,31/1/2021,1049,1237
99774620,2/2/2021,1330,1744
84357275,31/1/2021,1707,1757
94268806,9/2/2021,2129,2135
83612376,28/1/2021,1543,2001
98080602,23/1/2021,2016,2135
82314593,2/2/2021,2103,2109
86099442,21/1/2021,2056,2124
97207106,5/2/2021,2102,2140
93315611,28/1/2021,1057,1637
98767514,5/2/2021,1235,1501
89963782,20/1/2021,1101,1403
94750509,7/2/2021,2129,2137
83033701,26/1/2021,1834,2014
98287432,7/2/2021,1251,2005
91408830,9/2/2021,1932,2027
91049437,28/1/2021,1620,1906
99195293,30/1/2021,2132,2147
99115028,24/1/2021,1614,2042
94059700,11/2/2021,1346,2137
80818112,23/1/2021,1824,2101
98921059,1/2/2021,2026,2055
86335881,11/2/2021,1312,1943
88311662,31/1/2021,2000,2035
85601874,29/1/2021,2042,2156
94209334,25/1/2021,1720,2154
83914753,26/1/2021,1951,2028
86733519,22/1/2021,1342,2012
92109417,1/2/2021,1034,1707
86120938,21/1/2021,1237,2107
95600925,20/1/2021,1020,1043
80626199,10/2/2021,1517,1926
94148594,6/2/2021,1432,2117
97421639,30/1/2021,1712,1847
92602750,2/2/2021,1943,1954
87912027,22/1/2021,1923,2136
94404889,8/2/2021,1942,2111
99455603,12/2/2021,1432,1600
95237951,25/1/2021,1600,1903
81964676,11/2/2021,2120,2151
98380498,26/1/2021,1041,1340
87562096,29/1/2021,1956,2155
98297180,30/1/2021,1009,1031
81484942,2/2/2021,2144,2152
85940371,5/2/2021,2141,2151
93542413,26/1/2021,1337,1639
98102922,25/1/2021,1629,1750
94133675,31/1/2021,1100,1539
99451060,10/2/2021,2123,2130
93992791,30/1/2021,1623,1756
91005125,21/1/2021,1928,2031
97537223,11/2/2021,2106,2121
97551241,7/2/2021,1302,1742
98217279,28/1/2021,1151,1700
82469674,22/1/2021,2027,2126
99512167,11/2/2021,1710,1833
88574688,25/1/2021,1829,1935
81690393,3/2/2021,1757,2057
99572076,4/2/2021,1435,1911
92674790,12/2/2021,2150,2151
87663030,9/2/2021,1647,1652
94041439,9/2/2021,1556,1908
84928285,9/2/2021,1508,2134
97505311,29/1/2021,1551,2116
82227502,25/1/2021,2137,2147
95581622,6/2/2021,1429,2142
93836288,22/1/2021,1126,1835
91945357,3/2/2021,2054,2120
92042715,23/1/2021,1232,1837
82645266,25/1/2021,1343,1416
89504342,6/2/2021,1633,1714
94306909,28/1/2021,1248,1555
92929960,9/2/2021,1453,1828
81101123,31/1/2021,2008,2100
90716708,10/2/2021,1006,1058
81002193,30/1/2021,1257,1908
81276397,28/1/2021,1322,1953
98883796,10/2/2021,2026,2055
94447357,29/1/2021,2107,2139
96372225,27/1/2021,2134,2155
93343736,26/1/2021,1804,1809
99588381,7/2/2021,1724,1913
82925443,11/2/2021,1700,2107
95126618,6/2/2021,1300,1420
92332666,4/2/2021,2023,2144
82860593,6/2/2021,1351,1419
85396435,22/1/2021,2034,2100
97361981,22/1/2021,1448,2113
88066555,6/2/2021,1416,1719
85124027,2/2/2021,1046,1900
93361592,10/2/2021,1132,2105
94655475,31/1/2021,2036,2149
81967528,26/1/2021,1336,2134
97599262,10/2/2021,1155,1752
96633337,4/2/2021,1053,1337
89411200,4/2/2021,1556,1926
87690184,12/2/2021,1612,2022
87742147,29/1/2021,1409,1735
95224595,27/1/2021,1908,2114
88925319,12/2/2021,1651,1720
85018576,10/2/2021,1553,2129
89003967,24/1/2021,1618,1955
81261310,3/2/2021,1113,1551
88646936,3/2/2021,1635,1855
80409602,24/1/2021,1743,2015
95425484,3/2/2021,2118,2136
99763168,23/1/2021,2125,2131
93975324,11/2/2021,1333,1854
90848105,23/1/2021,1947,2130
93652524,10/2/2021,1345,1524
97177272,24/1/2021,2123,2147
88950093,11/2/2021,1203,1726
87169757,4/2/2021,1026,1726
84719657,29/1/2021,1002,1147
80253575,22/1/2021,2051,2144
84567324,10/2/2021,1117,1347
96994760,6/2/2021,1556,2005
87862634,4/2/2021,1630,1819
86241106,27/1/2021,1241,1315
82373150,9/2/2021,1942,2009
93276750,25/1/2021,1303,1509
97369929,3/2/2021,1544,1722
82487943,20/1/2021,1327,1905
83564065,10/2/2021,1936,2142
85851919,23/1/2021,1801,1809
87892387,12/2/2021,2038,2151
90833051,10/2/2021,2104,2104
80307012,8/2/2021,2001,2023
82360550,12/2/2021,1035,1928
82442209,10/2/2021,2103,2128
86318990,4/2/2021,1656,1825
86237557,25/1/2021,1402,1558
81140247,21/1/2021,2020,2123
96956130,10/2/2021,1014,1828
84976679,8/2/2021,1045,1203
99163558,26/1/2021,2011,2025
91360956,27/1/2021,1923,1956
96183636,22/1/2021,1141,2110
97228090,6/2/2021,1925,2056
96617528,25/1/2021,1455,1947
88938490,6/2/2021,1331,1512
90780763,9/2/2021,1030,1031
96385057,6/2/2021,1540,1933
90122218,27/1/2021,1003,1052
80997657,8/2/2021,1402,1724
88235665,12/2/2021,1348,2157
96265121,8/2/2021,1652,2124
82856391,12/2/2021,1003,1733
93967176,22/1/2021,1923,2024
99537212,7/2/2021,1005,1824
80389185,20/1/2021,1223,1501
87543656,8/2/2021,1520,1538
96367187,2/2/2021,2051,2111
94944170,28/1/2021,1215,1338
97236717,20/1/2021,1349,1942
98686860,30/1/2021,1219,1454
92928075,21/1/2021,1931,2026
83973323,8/2/2021,2030,2131
98836318,2/2/2021,1156,1206
93750465,21/1/2021,1230,1247
93860055,12/2/2021,1850,2157
88946783,31/1/2021,1453,1902
82481391,31/1/2021,1141,1818
90322577,2/2/2021,1401,1853
93712025,20/1/2021,1122,1216
82902066,27/1/2021,1435,1614
94088751,27/1/2021,1941,2048
98809168,12/2/2021,2142,2152
90733619,9/2/2021,1144,1953
96809070,31/1/2021,2158,2158
87832332,26/1/2021,1222,1526
96169000,23/1/2021,1105,1729
89378750,7/2/2021,2118,2154
94138739,2/2/2021,2121,2149
90358422,10/2/2021,2123,2125
98993027,10/2/2021,1428,1906
96865388,25/1/2021,1234,1845
90627312,26/1/2021,1126,1424
97477917,28/1/2021,2003,2137
83201345,12/2/2021,2040,2121
96862482,30/1/2021,1913,2137
88121269,7/2/2021,2137,2140
93543514,1/2/2021,1502,2011
81941724,3/2/2021,1020,1137
83123677,9/2/2021,1406,2033
92287799,7/2/2021,1920,2101
82416452,28/1/2021,1120,1440
85059044,7/2/2021,1851,2001
83676562,4/2/2021,1947,2110
93537866,29/1/2021,1319,1742
98084510,24/1/2021,1506,1506
91993071,27/1/2021,2022,2116
88712795,4/2/2021,1115,1241
83849805,6/2/2021,1856,2018
81275838,4/2/2021,1041,2150
98852266,26/1/2021,1212,2006
88247580,3/2/2021,1557,1657
91034858,3/2/2021,1550,1612
92988808,7/2/2021,1002,1907
87318173,22/1/2021,2155,2157
80792225,9/2/2021,1655,1730
84124614,29/1/2021,2024,2136
94836733,7/2/2021,1021,1552
90977945,22/1/2021,2046,2052
90061252,30/1/2021,1656,1937
93171929,11/2/2021,1632,1939
93857621,5/2/2021,1402,1632
82551440,23/1/2021,1840,1941
89022209,5/2/2021,1711,1736
90382769,24/1/2021,1724,2106
82692462,23/1/2021,1402,1941
97796806,24/1/2021,1449,1747
98597686,4/2/2021,2122,2153
95639544,30/1/2021,2014,2036
83110421,5/2/2021,1736,1748
92312563,23/1/2021,2048,2152
83839275,2/2/2021,2142,2147
83503892,24/1/2021,1440,1700
83932434,26/1/2021,1145,1204
82811719,12/2/2021,2058,2150
80685689,26/1/2021,1812,2147
97104501,27/1/2021,2151,2151
98876137,10/2/2021,1715,1940
81476773,7/2/2021,1209,1924
82857220,30/1/2021,1710,2112
83699299,30/1/2021,1621,2038
96080165,22/1/2021,1450,1516
82942133,20/1/2021,1023,1516
89390635,22/1/2021,1626,1814
91033332,1/2/2021,1121,1222
87433853,24/1/2021,2008,2142
99889286,21/1/2021,1448,1542
89973092,11/2/2021,1616,1854
82144121,24/1/2021,1431,2123
83993299,1/2/2021,1423,1425
96500233,20/1/2021,2005,2029
88081524,30/1/2021,1431,2008
83029796,20/1/2021,1738,2131
87089334,11/2/2021,1506,1929
81962025,3/2/2021,1438,1935
85115846,31/1/2021,1902,1935
81066996,11/2/2021,1821,2053
87812620,23/1/2021,1001,1155
94161700,22/1/2021,2145,2152
90740785,26/1/2021,2149,2156
82064849,5/2/2021,1221,1745
94864949,10/2/2021,1214,1412
92774232,8/2/2021,1625,1752
97818074,24/1/2021,1046,2147
97357646,2/2/2021,2127,2128
99319650,28/1/2021,1458,1942
98650105,20/1/2021,1127,2053
90582457,5/2/2021,1239,1835
97643498,1/2/2021,1448,2141
82262250,23/1/2021,1240,1247
87159047,5/2/2021,1953,2101
82711958,21/1/2021,2103,2133
91881486,10/2/2021,1206,1805
85731942,31/1/2021,1237,1457
97484773,22/1/2021,1312,1647
82199809,7/2/2021,1950,2108
86486307,6/2/2021,1942,2106
82896568,28/1/2021,1545,1629
88809719,2/2/2021,1813,1841
95958908,27/1/2021,1924,2111
81477088,20/1/2021,1737,1846
85490166,29/1/2021,1542,1546
93912829,2/2/2021,1521,1828
80294571,12/2/2021,1358,2154
80551365,25/1/2021,1246,1916
81676695,7/2/2021,1147,1447
83555719,12/2/2021,1258,2142
99352359,2/2/2021,1601,1855
99957257,3/2/2021,1441,1643
80222792,22/1/2021,1214,1351
84849623,31/1/2021,1906,2010
84244803,3/2/2021,1142,1528
89693163,7/2/2021,1523,1650
90609386,1/2/2021,1106,1740
82891554,22/1/2021,1604,2032
86874075,26/1/2021,1125,1846
83695290,21/1/2021,2041,2158
93020226,27/1/2021,1344,2000
95386318,11/2/2021,1929,2048
89935879,7/2/2021,1533,1852
96386897,25/1/2021,1556,1954
82501170,21/1/2021,1716,2037
81890938,26/1/2021,2021,2157
95429014,27/1/2021,1045,1245
88609719,26/1/2021,1658,1711
93178948,30/1/2021,1856,1932
83347203,6/2/2021,1741,1939
88598092,8/2/2021,1231,1345
84045219,3/2/2021,1335,1716
91375435,24/1/2021,2017,2102
94325605,5/2/2021,1539,1700
85558918,4/2/2021,1442,1817
93839341,11/2/2021,2022,2121
85336848,29/1/2021,2021,2142
90714053,25/1/2021,1417,1539
93536127,27/1/2021,1709,1844
87548938,30/1/2021,1113,1828
81646934,10/2/2021,1844,1909
99519331,26/1/2021,2142,2147
93489697,21/1/2021,1547,1907
93015825,21/1/2021,2000,2121
88135051,3/2/2021,1933,2044
98811477,25/1/2021,1119,1721
96468910,26/1/2021,1953,2108
96212384,8/2/2021,1740,2124
87383045,1/2/2021,1908,1940
87689441,24/1/2021,1740,2148
98096855,7/2/2021,1020,1443
82185883,9/2/2021,1519,1623
81141150,25/1/2021,1820,1825
88739852,10/2/2021,1214,1938
84330263,10/2/2021,1354,1623
91619921,24/1/2021,1322,1810
86011666,22/1/2021,1635,1841
84993969,27/1/2021,1105,2012
82390641,28/1/2021,1943,1958
83863265,3/2/2021,1948,2146
83331795,28/1/2021,1955,2119
89891062,12/2/2021,1402,1452
88451207,20/1/2021,1507,1920
83825127,31/1/2021,1222,1611
84969838,25/1/2021,1315,1329
86249727,23/1/2021,1818,1927
89920917,2/2/2021,1732,2104
87981786,26/1/2021,1107,2018
91195493,27/1/2021,1635,2000
81939408,26/1/2021,1731,2126
87296583,20/1/2021,2041,2119
98827859,7/2/2021,1132,1449
81655988,5/2/2021,1300,1407
99419118,23/1/2021,1452,1655
83483403,26/1/2021,2138,2150
82719757,24/1/2021,1416,1507
95065079,29/1/2021,1652,1940
80586366,29/1/2021,1656,1711
81146634,7/2/2021,2046,2128
83034234,29/1/2021,1110,1131
81074504,24/1/2021,1635,1950
86955720,6/2/2021,1520,1636
84745697,7/2/2021,1509,1835
92355008,25/1/2021,1244,1328
88216100,8/2/2021,1546,2017
93113880,11/2/2021,1727,1846
96327658,26/1/2021,1326,1911
93564556,23/1/2021,1056,1810
80985628,24/1/2021,1237,1950
94043128,21/1/2021,1724,1904
80453528,4/2/2021,1314,1836
80898363,11/2/2021,1420,1611
80934188,31/1/2021,1122,2116
84521376,20/1/2021,1025,1110
83530529,9/2/2021,1918,2140
88413376,25/1/2021,1251,1535
88441023,6/2/2021,2002,2130
94924270,1/2/2021,1003,1821
89790904,5/2/2021,1324,2057
82035858,24/1/2021,1512,1824
89956323,12/2/2021,1720,2128
98721952,11/2/2021,1813,2149
94435576,31/1/2021,1617,1748
87015119,25/1/2021,2149,2150
85742702,24/1/2021,1228,1555
97726488,7/2/2021,1837,1932
95250499,28/1/2021,2056,2143
84043440,5/2/2021,1246,1449
95628044,22/1/2021,2053,2108
91180620,5/2/2021,1721,1745
91573005,23/1/2021,1646,1929
87728417,23/1/2021,1532,1826
82814987,3/2/2021,1636,1903
99008316,20/1/2021,1914,2134
86752300,27/1/2021,1451,1950
97242235,21/1/2021,1815,1819
84475933,12/2/2021,1806,1929
93259825,9/2/2021,2016,2144
94110456,29/1/2021,2023,2126
88912818,23/1/2021,2156,2156
91821621,29/1/2021,1305,1754
88763550,10/2/2021,1956,2000
99644153,28/1/2021,1058,2007
88308510,24/1/2021,2110,2111
99365203,9/2/2021,1533,1630
88214882,2/2/2021,1017,1427
88828278,31/1/2021,1158,1922
81877200,9/2/2021,1556,1851
94762932,9/2/2021,1355,1605
99264439,10/2/2021,1144,2148
97790120,12/2/2021,2026,2148
80173726,20/1/2021,1252,1508
84675410,23/1/2021,1339,1915
92685792,29/1/2021,1543,1834
81395833,22/1/2021,1716,2130
99282725,6/2/2021,1415,1822
87328665,2/2/2021,1832,2154
95675296,31/1/2021,1400,1401
85182929,22/1/2021,1555,1948
82365829,22/1/2021,1416,1536
85007065,24/1/2021,1508,1651
93376191,1/2/2021,2115,2139
97106117,26/1/2021,1553,2048
83573071,6/2/2021,1413,1716
87421948,29/1/2021,1656,1852
95088284,29/1/2021,1031,1741
81118542,9/2/2021,1845,2106
91428606,12/2/2021,1622,1744
85992526,7/2/2021,1934,1935
97612436,26/1/2021,1748,2043
80927446,23/1/2021,1628,2137
91829864,9/2/2021,2038,2145
98946622,21/1/2021,1506,1732
83420973,30/1/2021,1451,2147
92566785,21/1/2021,1404,2009
96665904,22/1/2021,1855,2009
82008987,31/1/2021,1022,1408
82683329,29/1/2021,1949,2130
97619582,20/1/2021,1610,1835
82671699,31/1/2021,1345,1850
93325877,8/2/2021,2149,2151
90301151,22/1/2021,1712,1957
93993669,12/2/2021,1247,2105
97121519,25/1/2021,1901,2112
81115615,2/2/2021,1416,1754
98214243,12/2/2021,1625,2111
85504950,9/2/2021,1814,2155
83023511,30/1/2021,1935,2114
86926169,2/2/2021,1723,2002
98804722,27/1/2021,2015,2110
88071232,21/1/2021,1224,1245
94953507,28/1/2021,1322,1833
86140132,3/2/2021,1409,1549
82079897,20/1/2021,1512,1625
96947929,20/1/2021,1936,2150
92231277,1/2/2021,1805,1907
90550398,25/1/2021,1036,1527
98837148,24/1/2021,1041,1232
82019120,25/1/2021,2040,2121
88992351,27/1/2021,1534,1935
90565071,6/2/2021,1630,1720
81655990,29/1/2021,1648,1749
94535082,24/1/2021,1201,1806
88451089,26/1/2021,1943,1953
85884625,31/1/2021,1500,1908
87892302,12/2/2021,1857,1914
86786385,20/1/2021,2002,2004
96426207,20/1/2021,1942,1951
96064576,11/2/2021,1003,1636
98959534,11/2/2021,1116,1246
94404194,23/1/2021,1107,1529
97421656,28/1/2021,1455,1824
89965064,20/1/2021,1415,1556
93945371,27/1/2021,1527,1800
94853890,8/2/2021,1723,2116
90100605,12/2/2021,1638,2156
87980187,20/1/2021,1752,1900
83712929,5/2/2021,1853,2029
86097277,6/2/2021,2146,2153
85073486,25/1/2021,1134,2000
95700923,31/1/2021,1322,1528
86914002,24/1/2021,2107,2140
92814580,7/2/2021,2012,2119
98823295,29/1/2021,1629,2124
94773901,20/1/2021,1058,1252
96331156,31/1/2021,1847,2151
81433903,3/2/2021,1304,1317
94612542,6/2/2021,2142,2143
95345216,20/1/2021,1135,1352
85970467,26/1/2021,1818,2150
88017853,6/2/2021,1240,1731
82281251,30/1/2021,1221,1619
84132778,28/1/2021,1017,1943
99939894,9/2/2021,1204,1358
91724375,10/2/2021,2115,2130
90108220,23/1/2021,1937,2015
96636908,8/2/2021,1417,2008
88574437,22/1/2021,1822,2107
93279870,31/1/2021,1235,2003
94109176,4/2/2021,1545,1704
93676222,8/2/2021,1627,1749
81845089,29/1/2021,1438,1718
95598597,9/2/2021,1347,2034
93963062,22/1/2021,2037,2155
83394701,28/1/2021,2136,2145
96399878,2/2/2021,1313,2050
81690900,26/1/2021,2142,2153
87781340,2/2/2021,1247,1936
95606870,11/2/2021,2012,2019
98858157,9/2/2021,1927,2134
92572782,31/1/2021,2149,2152
91764001,27/1/2021,1515,1737
89868030,27/1/2021,1744,2027
98910880,29/1/2021,1705,1823
93092899,8/2/2021,1842,1857
98485786,20/1/2021,2038,2107
91994560,9/2/2021,1942,2053
91896505,22/1/2021,1042,2014
80042335,31/1/2021,1307,1548
82413319,23/1/2021,1100,1157
83513133,20/1/2021,2024,2053
85248536,9/2/2021,2002,2114
80355008,21/1/2021,1922,2012
84885638,3/2/2021,1656,2021
81173948,5/2/2021,1638,1932
97322383,23/1/2021,1132,1909
99625222,10/2/2021,2050,2055
85928996,30/1/2021,2021,2126
98019688,12/2/2021,1331,1501
91193387,30/1/2021,1611,2038
86503145,20/1/2021,1749,1810
80098099,2/2/2021,1054,2017
88715820,9/2/2021,1428,2038
86870983,25/1/2021,1653,2013
98427920,30/1/2021,1753,1907
96385913,3/2/2021,1803,1806
91366177,2/2/2021,1520,1728
91086455,28/1/2021,1032,1732
88002054,29/1/2021,2139,2141
95414630,7/2/2021,1110,1943
81851924,5/2/2021,2026,2029
80427120,5/2/2021,1730,2142
93112837,25/1/2021,1202,1918
91899475,24/1/2021,1548,1916
92007284,22/1/2021,1447,1450
87876754,30/1/2021,1519,2142
88319674,1/2/2021,1813,2038
81104035,7/2/2021,1212,2034
93340607,21/1/2021,1255,1744
94595495,1/2/2021,2134,2154
91158333,27/1/2021,1019,1618
86297227,20/1/2021,1755,2038
91489649,1/2/2021,1912,2117
97327527,2/2/2021,1642,2025
81401075,3/2/2021,1529,1911
96652875,27/1/2021,1724,1816
83011228,23/1/2021,1646,1815
84129492,20/1/2021,1017,1848
82231633,28/1/2021,1242,1958
99624075,3/2/2021,1350,1946
88217593,9/2/2021,1736,2053
84551285,11/2/2021,1228,1339
87178569,21/1/2021,1822,2017
90808664,20/1/2021,1303,1808
90535306,31/1/2021,1402,1554
89275271,1/2/2021,1817,1921
86324055,23/1/2021,1112,1850
97305057,30/1/2021,1136,1314
80003754,20/1/2021,2027,2047
84523575,25/1/2021,1512,1706
87182466,22/1/2021,1028,1106
89807678,27/1/2021,1153,1914
93734232,7/2/2021,1326,1549
91181956,9/2/2021,1057,1331
98431726,3/2/2021,1239,1642
83076320,20/1/2021,2018,2144
82009087,4/2/2021,1129,1731
85360510,5/2/2021,2041,2042
91891245,31/1/2021,1327,1954
87360579,28/1/2021,1823,1928
97265516,10/2/2021,2036,2119
88699858,20/1/2021,1935,2114
94662818,28/1/2021,1848,2146
93116394,10/2/2021,1820,2146
99172877,1/2/2021,1008,1926
98595715,5/2/2021,2052,2054
81877277,6/2/2021,1642,1843
88184697,9/2/2021,1348,1558
98471339,12/2/2021,1636,1728
88740500,2/2/2021,1757,2122
84725252,7/2/2021,1935,2140
85600082,5/2/2021,1924,2128
80322038,27/1/2021,1305,1915
98132873,31/1/2021,1833,1938
98466920,4/2/2021,1709,2138
80984234,10/2/2021,2050,2050
99469278,3/2/2021,2137,2150
93896372,24/1/2021,1247,1258
97203120,30/1/2021,2024,2127
82220398,22/1/2021,1345,1402
95437980,20/1/2021,1731,1848
86108302,26/1/2021,1131,1605
94917447,11/2/2021,1153,1652
80100075,31/1/2021,1507,1855
93859431,22/1/2021,1301,1536
91580734,25/1/2021,1712,2020
97677299,25/1/2021,1650,2143
93414672,20/1/2021,1652,2003
87916097,11/2/2021,1358,2002
81340505,11/2/2021,1544,2101
98763706,31/1/2021,1424,2138
88441246,27/1/2021,1831,2000
85968906,5/2/2021,1855,1910
90090099,10/2/2021,1846,1910
85298096,21/1/2021,2045,2146
91897062,27/1/2021,1519,1816
91161837,23/1/2021,1150,1545
86944173,23/1/2021,2112,2154
91346575,25/1/2021,1017,1147
90841979,11/2/2021,1100,1626
83546775,4/2/2021,1036,1758
89840082,21/1/2021,1205,1215
95425892,23/1/2021,1137,2047
91023830,4/2/2021,1120,2141
95361086,1/2/2021,2141,2153
82248029,26/1/2021,1442,2058
98905211,4/2/2021,2015,2025
88392703,24/1/2021,1828,1936
82904499,2/2/2021,1945,2103
89774463,20/1/2021,1705,2013
84611143,24/1/2021,1304,2010
84613230,7/2/2021,1939,2130
81567302,21/1/2021,2010,2039
98743997,7/2/2021,2046,2142
87040436,29/1/2021,1800,1830
90494653,24/1/2021,1052,1245
95333665,12/2/2021,1053,1436
97156092,28/1/2021,1818,2032
93797231,24/1/2021,1037,1738
85563042,7/2/2021,1623,1916
99337615,30/1/2021,1639,2130
99035376,1/2/2021,2117,2119
96420480,27/1/2021,1609,2008
85147905,28/1/2021,1757,2029
99450327,10/2/2021,1927,2157
90005018,12/2/2021,1139,1736
91619497,9/2/2021,1522,1622
89769728,12/2/2021,1502,2020
84571826,29/1/2021,1029,1232
90620309,12/2/2021,2126,2143
94026375,7/2/2021,2141,2155
83913958,26/1/2021,1326,1926
98955500,3/2/2021,1511,1947
86009220,22/1/2021,1913,2101
85974414,27/1/2021,2134,2135
83182328,5/2/2021,1145,1615
85094759,30/1/2021,1913,2045
95785884,25/1/2021,1803,1856
83469498,20/1/2021,1932,1955
81165272,25/1/2021,1207,1238
95854419,8/2/2021,1038,2050
80461935,26/1/2021,1312,1555
84454600,12/2/2021,1811,2051
90885078,4/2/2021,1705,2142
88476161,3/2/2021,1751,1937
86633904,24/1/2021,1305,2000
82798658,5/2/2021,1347,1955
94235983,6/2/2021,1002,1041
90902239,4/2/2021,1839,1939
97196922,7/2/2021,2101,2134
91246248,12/2/2021,1111,2119
88329868,31/1/2021,2033,2131
95969376,9/2/2021,1324,1709
97936330,5/2/2021,1406,1850
93003448,28/1/2021,1137,1300
83538518,6/2/2021,1615,1827
97037774,10/2/2021,1830,2131
91755526,6/2/2021,1523,1909
89550891,6/2/2021,1140,1235
97753095,5/2/2021,1827,1958
84641695,27/1/2021,1136,2147
89912601,8/2/2021,1348,1715
82804537,27/1/2021,1051,1325
94185297,3/2/2021,1340,2122
92981625,12/2/2021,1652,1745
98558123,6/2/2021,1624,2044
90013611,11/2/2021,1242,1245
87090993,5/2/2021,1229,1815
90338403,23/1/2021,1356,1418
