Phone No.,Check-in date,Check-in time,Check-out time
93999683,6/2/2021,2130,2157
81120142,3/2/2021,1136,1757
97281328,31/1/2021,1249,1724
95494241,20/1/2021,2024,2152
87734440,24/1/2021,1753,2016
88831450,21/1/2021,1258,1901
99655742,1/2/2021,1425,2049
81143974,1/2/2021,1316,1402
93936819,10/2/2021,1148,2139
90215176,31/1/2021,1551,1714
95407967,27/1/2021,1319,2023
90313432,22/1/2021,1820,1838
87316364,12/2/2021,1044,1439
86174480,21/1/2021,1203,1238
84288839,27/1/2021,1240,1507
81032781,6/2/2021,2112,2131
91067870,21/1/2021,2050,2152
95650770,6/2/2021,1517,1708
91015921,1/2/2021,1236,1615
80874746,4/2/2021,1821,2109
93214492,8/2/2021,1320,1840
87133901,8/2/2021,1446,1910
86138666,20/1/2021,1828,2049
90963314,5/2/2021,1724,2029
82670533,1/2/2021,1204,1523
94353391,25/1/2021,1027,1347
92235277,25/1/2021,2144,2152
87050867,9/2/2021,1033,2010
85496489,2/2/2021,2030,2046
90932573,9/2/2021,2020,2130
81942132,22/1/2021,1249,1654
83846776,22/1/2021,1850,2105
82082680,27/1/2021,1329,1846
98758577,4/2/2021,1254,1406
83336314,24/1/2021,2044,2139
97139321,6/2/2021,2031,2121
82683626,11/2/2021,1446,1600
85407522,25/1/2021,1448,1956
86751164,11/2/2021,2006,2113
81532953,23/1/2021,1500,1629
80192985,26/1/2021,1134,1314
99007993,2/2/2021,1935,2152
80310912,28/1/2021,2003,2112
97302259,23/1/2021,1748,2029
84922922,2/2/2021,1756,1812
84855975,12/2/2021,1014,1923
87614475,9/2/2021,2032,2054
83994204,7/2/2021,1358,2034
90061813,24/1/2021,1657,1738
85821321,23/1/2021,1940,2111
82310062,2/2/2021,1437,1938
98828565,10/2/2021,1551,1936
97530120,9/2/2021,1728,1835
97040895,1/2/2021,1836,2109
82312440,30/1/2021,1443,1755
83400993,4/2/2021,1014,1248
96223067,25/1/2021,1913,1954
97770362,2/2/2021,2134,2146
92849826,21/1/2021,1540,1614
88298913,22/1/2021,1102,1303
91150357,31/1/2021,1511,1734
85750979,1/2/2021,1812,1939
83813686,2/2/2021,1543,1724
97309581,5/2/2021,1337,1553
94837897,29/1/2021,1430,1506
85111053,1/2/2021,2128,2138
89033947,11/2/2021,1400,2015
96385756,20/1/2021,1202,1712
84273203,27/1/2021,1121,1518
82751498,24/1/2021,2130,2156
80281582,5/2/2021,1024,1920
93841726,12/2/2021,1927,2112
86850721,30/1/2021,2011,2154
85151239,12/2/2021,1419,1702
90735315,1/2/2021,1214,1836
89739252,24/1/2021,2145,2149
97068920,20/1/2021,2143,2155
93648919,3/2/2021,2121,2131
96523252,6/2/2021,1445,1855
80714503,28/1/2021,1547,2126
97847400,28/1/2021,1605,1608
97787264,23/1/2021,1852,2130
83145636,4/2/2021,1751,2132
93366222,21/1/2021,1033,1913
85516464,28/1/2021,1049,1909
82901033,6/2/2021,1316,1838
94673296,9/2/2021,1028,1856
80559970,12/2/2021,2144,2153
85111134,10/2/2021,1415,1554
90845678,11/2/2021,1330,1724
81871685,11/2/2021,1553,1800
99494194,28/1/2021,1914,2138
93072360,24/1/2021,1206,1847
90073010,4/2/2021,1545,2051
97753193,25/1/2021,1132,1704
97896314,10/2/2021,1449,1937
89221724,23/1/2021,2004,2105
99770697,29/1/2021,1349,1713
99742951,24/1/2021,1356,1438
83833557,9/2/2021,1454,1709
91154979,21/1/2021,1607,2021
83525263,1/2/2021,1139,1534
84759693,12/2/2021,1214,1350
91579482,27/1/2021,1553,2045
97293817,29/1/2021,1140,2040
88253200,27/1/2021,2110,2114
96861954,30/1/2021,1606,2103
84895008,12/2/2021,1101,1225
91766956,20/1/2021,2106,2158
81314404,27/1/2021,1207,1441
98824256,30/1/2021,1829,1939
82838314,29/1/2021,1058,1545
82373513,11/2/2021,1129,2003
80669186,23/1/2021,1351,2020
82478943,9/2/2021,1225,1505
91673764,31/1/2021,1334,1820
84384067,1/2/2021,1015,1903
85464696,20/1/2021,2126,2153
80174157,9/2/2021,1941,2020
88295893,24/1/2021,1818,1831
93713850,6/2/2021,2045,2143
93412571,1/2/2021,1652,1941
85686991,2/2/2021,1014,1342
94765027,7/2/2021,2130,2156
98374554,29/1/2021,1104,1151
93712686,12/2/2021,1050,1309
99712372,24/1/2021,1545,1826
92832708,10/2/2021,1555,1921
83285834,29/1/2021,1836,1926
84658485,23/1/2021,1948,2012
84638694,11/2/2021,1532,1957
82526587,25/1/2021,2020,2152
87351746,6/2/2021,1452,2105
92120961,22/1/2021,1129,1555
97595893,10/2/2021,1200,1203
80217179,1/2/2021,2135,2155
89546241,3/2/2021,2042,2047
93548253,23/1/2021,1129,1514
88845424,21/1/2021,1951,2026
90634276,23/1/2021,1737,1826
83205760,26/1/2021,1321,1609
87220101,28/1/2021,1316,1832
90626856,3/2/2021,1648,1709
98369517,24/1/2021,1528,2141
92685366,23/1/2021,1337,2032
95486449,8/2/2021,2137,2145
98927769,11/2/2021,2038,2043
82712520,10/2/2021,1313,1457
83875283,10/2/2021,1157,2020
80630757,20/1/2021,1402,1523
91979995,23/1/2021,1728,2137
96346520,11/2/2021,2000,2140
90358639,11/2/2021,1548,2109
85374263,25/1/2021,2013,2156
94306905,29/1/2021,1237,1614
82435538,23/1/2021,1856,2035
92036789,31/1/2021,2006,2158
88076060,26/1/2021,1514,1848
89759839,28/1/2021,1511,1602
99405299,31/1/2021,1754,2143
80039981,12/2/2021,1724,1805
95092777,7/2/2021,2004,2007
85712576,27/1/2021,1047,2022
99732819,29/1/2021,1801,1922
89248797,24/1/2021,1123,1344
89336256,10/2/2021,1443,1751
82409322,27/1/2021,1042,1616
92207277,8/2/2021,1535,1551
84624181,9/2/2021,1123,1156
80652181,4/2/2021,1445,1822
82089568,9/2/2021,1418,2142
98028506,8/2/2021,1654,2000
94648854,22/1/2021,1005,2133
89782338,6/2/2021,1906,2131
92762686,8/2/2021,1958,2148
98206744,30/1/2021,1006,2157
87742104,9/2/2021,1449,1734
82375626,7/2/2021,1747,2141
91346901,29/1/2021,1217,1632
95824825,24/1/2021,2000,2054
87881759,8/2/2021,1410,1746
92355331,30/1/2021,1648,2135
89059743,20/1/2021,1901,2140
84296358,23/1/2021,2103,2104
80288521,29/1/2021,1134,1402
98634965,20/1/2021,1349,1416
83647613,12/2/2021,1506,1747
95200055,24/1/2021,1229,1431
99181183,27/1/2021,1532,1756
83225792,22/1/2021,1741,2033
93923538,5/2/2021,1428,1924
89222688,8/2/2021,2118,2139
88796476,4/2/2021,1636,2114
91983371,5/2/2021,1238,1308
86547178,9/2/2021,1915,2003
84918623,10/2/2021,1421,1635
81171936,7/2/2021,1528,1730
98565386,8/2/2021,1434,1458
82326780,26/1/2021,1417,1857
87511227,31/1/2021,1102,1523
96825523,28/1/2021,1643,2038
82509687,6/2/2021,1541,1921
96346542,12/2/2021,1302,1844
81338530,5/2/2021,1955,2155
99397280,4/2/2021,1935,1941
80718743,9/2/2021,1102,1906
81211347,4/2/2021,1620,1804
83036655,9/2/2021,1927,2041
86559889,22/1/2021,1355,1653
97250043,28/1/2021,1457,1622
95278867,31/1/2021,1335,2117
89603306,5/2/2021,1823,1945
85200615,27/1/2021,1252,1655
86863051,6/2/2021,1829,2117
92733324,29/1/2021,1710,2024
99685308,3/2/2021,1340,1505
81607704,28/1/2021,2134,2156
83400108,10/2/2021,1043,1842
84440442,30/1/2021,1026,1312
87049218,28/1/2021,1254,1706
90745118,22/1/2021,1117,1915
80618062,2/2/2021,1406,1847
88053609,6/2/2021,1054,1952
85766554,20/1/2021,1958,2006
99664537,27/1/2021,1721,2129
86589054,30/1/2021,2139,2141
93046337,31/1/2021,1255,2013
92189049,29/1/2021,2011,2147
85767051,20/1/2021,1325,1504
98670753,26/1/2021,1503,2025
85184590,9/2/2021,1029,1456
88770862,8/2/2021,1129,2022
99869563,5/2/2021,2116,2154
93265293,4/2/2021,2051,2108
87772704,29/1/2021,1231,1635
86819199,26/1/2021,1655,2021
80213076,8/2/2021,1007,1011
98024587,8/2/2021,1015,2018
94738575,22/1/2021,1020,1157
96191149,23/1/2021,1549,1937
98950941,29/1/2021,2058,2132
94100944,31/1/2021,1836,2039
85341183,11/2/2021,1431,1721
86999643,8/2/2021,1151,1446
99864631,4/2/2021,1841,1937
89580399,7/2/2021,1453,2100
97014039,2/2/2021,1421,1700
84453824,30/1/2021,1913,2120
84809075,24/1/2021,1411,1829
97772576,22/1/2021,1111,1929
99832438,31/1/2021,1555,2045
96277348,4/2/2021,2114,2155
93812116,5/2/2021,1045,2154
80257458,30/1/2021,1404,1700
88130501,20/1/2021,1344,1638
88372831,9/2/2021,1939,2142
84858381,30/1/2021,1709,2149
96776148,30/1/2021,2046,2050
84297154,21/1/2021,1835,2127
91826132,7/2/2021,1712,1718
98468550,25/1/2021,1916,1952
82579676,5/2/2021,1229,1250
89803042,6/2/2021,1515,1542
86305678,21/1/2021,1102,1412
81380433,28/1/2021,1229,2126
91349934,27/1/2021,1225,1529
92255726,29/1/2021,2144,2144
80035801,28/1/2021,1928,2022
91330368,11/2/2021,1507,1857
95870688,30/1/2021,1002,1610
87368417,24/1/2021,1924,2009
90569140,25/1/2021,2041,2103
81677142,25/1/2021,1957,1958
95814319,10/2/2021,1332,1940
92468165,1/2/2021,1939,2039
82450596,22/1/2021,1528,2127
84598022,7/2/2021,1627,2149
92208357,27/1/2021,1244,2156
84288501,27/1/2021,1736,2004
84698746,29/1/2021,1025,1344
89988960,28/1/2021,1132,1243
86021704,6/2/2021,1945,1957
90599874,23/1/2021,1608,2047
98901004,2/2/2021,2017,2026
86912403,7/2/2021,1637,1850
84620974,9/2/2021,1533,1608
80484343,9/2/2021,1512,1958
90709258,27/1/2021,2156,2158
99728964,27/1/2021,1031,2140
86815105,3/2/2021,1444,1446
92798279,22/1/2021,1704,2152
80764789,1/2/2021,2157,2157
85924674,3/2/2021,1413,1623
91990222,27/1/2021,1057,1713
99126032,1/2/2021,1621,2116
83342808,24/1/2021,1257,1607
95050450,21/1/2021,2155,2156
93477530,3/2/2021,1833,1846
91986110,11/2/2021,1819,2109
99805278,27/1/2021,1815,2007
95522080,21/1/2021,1223,1244
90562431,11/2/2021,1458,1804
84527038,29/1/2021,1103,2133
81886725,4/2/2021,2117,2120
86740817,22/1/2021,1038,2033
82374325,28/1/2021,1146,1811
91799353,28/1/2021,1448,1631
83545722,11/2/2021,1633,2001
96529839,8/2/2021,1928,2041
98860154,23/1/2021,1356,1558
95819219,29/1/2021,1633,1706
87964396,28/1/2021,1055,1636
80223112,10/2/2021,1418,1835
98601097,30/1/2021,1827,2130
80211636,23/1/2021,1031,1932
80907019,29/1/2021,1758,1951
94455304,3/2/2021,2119,2126
86924272,28/1/2021,1942,2131
98131557,20/1/2021,1421,2045
99955652,26/1/2021,1421,1922
98098710,30/1/2021,1224,1857
86950584,20/1/2021,2033,2156
84039181,5/2/2021,1848,2047
80002628,20/1/2021,1017,1847
80347364,12/2/2021,2031,2119
94694381,25/1/2021,1225,1647
94475917,29/1/2021,1601,1636
99361800,21/1/2021,1042,1755
80457298,4/2/2021,1602,2008
88477718,30/1/2021,1635,1918
93503338,23/1/2021,1445,1727
82658903,2/2/2021,1718,1845
87480978,30/1/2021,1247,2052
93729299,3/2/2021,2018,2100
82331750,29/1/2021,1521,2048
93608176,3/2/2021,2124,2135
90063298,4/2/2021,1437,1508
88748631,21/1/2021,1025,1306
91297004,12/2/2021,1014,2136
92167300,24/1/2021,1842,2140
82885852,21/1/2021,1232,1452
81322645,6/2/2021,1219,2006
95829995,30/1/2021,2110,2152
95055233,4/2/2021,1934,1956
80241761,2/2/2021,1120,1124
98935803,1/2/2021,2022,2123
92403835,1/2/2021,1555,1905
98002234,21/1/2021,2043,2127
98162236,22/1/2021,1342,1831
90459442,12/2/2021,1332,1509
98303091,29/1/2021,1115,1124
97859041,5/2/2021,1438,1732
82525693,12/2/2021,1637,1854
86597958,1/2/2021,1952,2148
87746925,10/2/2021,1447,1711
80039647,11/2/2021,1650,1919
90954245,11/2/2021,1711,1722
96620896,6/2/2021,2049,2123
95469618,6/2/2021,1711,2142
90080336,27/1/2021,1844,2021
95431949,4/2/2021,1034,1255
95499513,7/2/2021,1130,1615
82926960,20/1/2021,2057,2128
99615103,10/2/2021,2054,2151
81024034,23/1/2021,2015,2029
97836043,10/2/2021,1102,1435
98816572,26/1/2021,1323,1409
80610577,9/2/2021,1139,1950
80034746,11/2/2021,2154,2154
83744478,2/2/2021,1146,1649
88889887,25/1/2021,1604,2028
93719641,11/2/2021,1944,2019
88537774,20/1/2021,1854,2043
86792897,6/2/2021,1816,2145
83797716,1/2/2021,2127,2131
87646936,10/2/2021,1357,1419
89066943,31/1/2021,1157,2046
99857284,21/1/2021,1540,1834
93178933,4/2/2021,1221,1325
88676183,11/2/2021,1638,2013
96813326,6/2/2021,1004,1325
92161962,29/1/2021,1107,1356
85786719,21/1/2021,1754,1823
90049164,8/2/2021,2006,2134
89686344,5/2/2021,1644,2033
87541660,5/2/2021,1409,1429
80847639,5/2/2021,1705,2144
99381429,5/2/2021,2108,2149
86592036,4/2/2021,1154,2043
85647270,30/1/2021,1253,1529
94481123,26/1/2021,2132,2141
89195028,21/1/2021,1424,1536
96211888,3/2/2021,1519,2134
91701404,24/1/2021,1912,2102
83171764,2/2/2021,1832,2038
92972720,31/1/2021,1002,2016
91165174,3/2/2021,1127,2135
88477248,21/1/2021,1639,1744
82369433,9/2/2021,1542,1607
89082386,20/1/2021,2027,2149
91102241,29/1/2021,1534,1713
99441270,1/2/2021,1915,1935
98055736,20/1/2021,1048,1343
89960823,1/2/2021,1107,1633
89494212,11/2/2021,1537,2155
99479406,21/1/2021,1253,1751
89048619,12/2/2021,1443,1941
99337382,9/2/2021,1843,2040
80428881,9/2/2021,1941,2148
98708687,3/2/2021,1452,1727
80430330,23/1/2021,2006,2130
80420985,11/2/2021,1932,2024
90498386,5/2/2021,1824,1824
86917345,24/1/2021,1521,1927
85491714,12/2/2021,1718,2034
99475593,29/1/2021,2157,2157
88904724,8/2/2021,2116,2139
83077632,20/1/2021,1915,2154
88181710,6/2/2021,1856,1948
99316812,31/1/2021,1552,2045
82446796,11/2/2021,1758,2007
87144949,21/1/2021,1402,1729
95664543,8/2/2021,1418,1719
97198526,9/2/2021,1757,1902
93450890,22/1/2021,1149,1337
84513124,29/1/2021,1606,1900
95727711,4/2/2021,1822,1910
94479752,3/2/2021,1404,1721
87993344,4/2/2021,1201,1632
95249431,2/2/2021,1030,1127
91544719,26/1/2021,1813,2119
82345660,5/2/2021,1319,1654
84538523,2/2/2021,1254,2153
89723214,24/1/2021,2025,2153
90533210,23/1/2021,1424,1700
98924842,5/2/2021,1824,1844
92612804,31/1/2021,1230,1551
89039922,5/2/2021,1435,1523
93878482,8/2/2021,1150,1550
94432992,12/2/2021,1649,1746
90861336,30/1/2021,1615,1744
99202502,2/2/2021,1837,2053
80432505,25/1/2021,1514,1951
90076494,12/2/2021,1944,2040
82035495,5/2/2021,2122,2123
94787476,31/1/2021,1022,2022
86737113,11/2/2021,1446,2112
98348776,12/2/2021,1322,1934
89362615,9/2/2021,1027,1415
94266530,6/2/2021,1517,2007
84945282,26/1/2021,1200,1353
85585365,30/1/2021,1252,1829
99800142,3/2/2021,1006,2121
82850381,21/1/2021,1744,1802
95664903,10/2/2021,1218,1910
88087752,9/2/2021,1505,1739
89929298,24/1/2021,1230,1358
91560739,11/2/2021,1434,1920
85860522,20/1/2021,1908,1920
96956894,6/2/2021,1031,2025
96794064,6/2/2021,1221,1821
96368687,1/2/2021,1331,1437
95916011,8/2/2021,1115,1535
98648491,2/2/2021,1831,2136
86545143,3/2/2021,1949,2146
85618982,2/2/2021,1917,2055
82204909,25/1/2021,1112,1608
88342279,2/2/2021,1712,2145
96442425,27/1/2021,1947,2135
88356066,11/2/2021,1935,1935
99613398,11/2/2021,1257,1924
97360125,10/2/2021,1128,1701
96768704,2/2/2021,2004,2009
83350413,27/1/2021,1747,2114
88975625,10/2/2021,2155,2158
90177059,12/2/2021,1452,1503
85869169,7/2/2021,1022,1936
96640669,9/2/2021,1906,2009
99908383,1/2/2021,1612,1709
87770202,10/2/2021,1515,2125
90347998,5/2/2021,1212,2018
82634808,11/2/2021,1050,1629
84396040,4/2/2021,1252,2113
95832391,28/1/2021,2107,2132
87112052,28/1/2021,1406,1758
91328042,21/1/2021,1452,1724
96637803,10/2/2021,1337,1418
81719827,20/1/2021,1512,2102
96210226,12/2/2021,1507,1711
81753548,26/1/2021,2023,2104
96588315,4/2/2021,1123,1445
83309444,25/1/2021,1120,2047
99769533,11/2/2021,1923,1928
81900756,8/2/2021,1649,2152
96603140,22/1/2021,1630,2155
94088080,30/1/2021,1245,2041
94176191,10/2/2021,1220,1726
89249689,4/2/2021,1156,1932
93243236,25/1/2021,1150,1339
96563362,12/2/2021,1809,1828
96940360,12/2/2021,1938,2129
94760727,22/1/2021,1618,1942
87086509,24/1/2021,1134,1522
91417341,9/2/2021,2146,2149
98600335,7/2/2021,1414,2150
89580901,29/1/2021,1725,2126
95654173,20/1/2021,1519,1747
85065938,24/1/2021,1437,1827
87050656,12/2/2021,1026,1920
87309718,12/2/2021,1207,2044
98759928,3/2/2021,1445,1843
88228455,25/1/2021,1815,2130
95626376,29/1/2021,1826,2006
96915520,5/2/2021,2108,2151
87559637,9/2/2021,1130,1514
80824618,1/2/2021,1723,1900
85634337,9/2/2021,1531,1949
95673252,11/2/2021,1310,1720
97644549,5/2/2021,1851,1929
84519983,26/1/2021,1427,2154
90605608,26/1/2021,1027,1937
92367415,20/1/2021,1918,2155
82871719,2/2/2021,2027,2040
99463557,21/1/2021,1321,1607
87344171,9/2/2021,1402,1427
93205056,9/2/2021,1156,1532
88299563,22/1/2021,1221,1227
96826370,23/1/2021,1850,2154
97295599,29/1/2021,1429,1802
87904378,20/1/2021,1329,1623
91383762,28/1/2021,1319,2054
98210966,8/2/2021,1431,1753
93615445,7/2/2021,1240,1753
84385457,4/2/2021,1650,1728
83895227,25/1/2021,1457,1717
80659301,28/1/2021,1357,1737
97915449,12/2/2021,1947,2051
97568574,30/1/2021,1005,1835
89346870,7/2/2021,1432,1630
95558851,8/2/2021,2140,2157
95021726,11/2/2021,1929,2150
93390587,11/2/2021,1226,1923
91553872,10/2/2021,1023,1752
84101693,3/2/2021,1700,1833
94892887,11/2/2021,2040,2121
88158558,29/1/2021,1606,1737
98830368,6/2/2021,1837,2122
82115280,25/1/2021,2152,2158
84247943,27/1/2021,1320,2009
95578663,6/2/2021,1911,2006
88688030,9/2/2021,1904,2155
88002659,22/1/2021,1655,1910
81740802,27/1/2021,1127,1504
96786708,4/2/2021,1253,1756
88032384,9/2/2021,1252,1739
94741885,27/1/2021,1150,1250
93307034,12/2/2021,2057,2114
90957276,2/2/2021,2003,2135
89522862,24/1/2021,1951,2016
90604044,29/1/2021,1607,1924
86574681,20/1/2021,1030,2014
91911620,9/2/2021,1456,1754
83342465,31/1/2021,1427,1524
89741721,22/1/2021,1903,2132
95720230,8/2/2021,1217,1357
97401355,9/2/2021,1736,1954
86037851,9/2/2021,1211,2023
93327616,28/1/2021,1732,1803
98808277,2/2/2021,2156,2158
85311361,10/2/2021,1710,2023
81816840,1/2/2021,1549,1818
81992746,29/1/2021,1456,2119
85818145,9/2/2021,1808,1926
82374673,26/1/2021,1003,1356
96105034,5/2/2021,1543,1717
95743706,5/2/2021,1757,2156
94258735,30/1/2021,1309,1847
99055461,24/1/2021,1211,1324
86129668,12/2/2021,1956,2032
89998567,22/1/2021,1651,1705
85079613,29/1/2021,2113,2113
91908017,6/2/2021,1558,1608
89033646,28/1/2021,1523,1539
90049066,6/2/2021,2017,2036
99253917,29/1/2021,1614,1624
87674656,9/2/2021,1725,2057
90178689,24/1/2021,1839,1939
87494952,3/2/2021,1546,1809
97273477,28/1/2021,1022,1424
97315122,28/1/2021,1345,1741
83974065,3/2/2021,1946,2032
90652445,23/1/2021,1545,1655
88611999,29/1/2021,1958,2127
90272624,29/1/2021,1612,1707
91006740,28/1/2021,1934,2121
87288115,12/2/2021,1639,1954
85534760,2/2/2021,1700,2035
84891612,25/1/2021,1141,1438
96950167,4/2/2021,2145,2151
82623543,3/2/2021,2100,2127
84183283,3/2/2021,1531,1758
88327499,22/1/2021,1850,2120
84492085,23/1/2021,1505,1830
85235081,23/1/2021,1605,1915
98990129,1/2/2021,1603,1632
83446004,24/1/2021,1401,1754
94265483,4/2/2021,1854,2154
87586319,29/1/2021,2026,2058
92399509,20/1/2021,1002,1952
92213281,28/1/2021,1935,2037
87657586,6/2/2021,1636,2039
98415710,25/1/2021,1808,1815
96400145,20/1/2021,1558,2049
99694762,28/1/2021,1648,1821
82862904,4/2/2021,1927,2149
81595708,25/1/2021,1823,2022
84594000,2/2/2021,1530,1540
89652013,2/2/2021,1250,1845
97613289,20/1/2021,1614,1648
81216395,5/2/2021,1549,1637
95580588,11/2/2021,1539,1825
92867456,21/1/2021,1748,1943
82945007,22/1/2021,2155,2157
81300099,31/1/2021,1054,1841
82427669,31/1/2021,1958,2026
85100988,31/1/2021,1117,1524
95602232,28/1/2021,1515,1703
99598123,11/2/2021,1827,1914
99048754,21/1/2021,1858,2054
93574278,28/1/2021,1846,1846
91675741,7/2/2021,1315,1756
85804277,9/2/2021,1322,1642
83849073,27/1/2021,1823,1831
81187690,21/1/2021,1812,2108
98762330,12/2/2021,1834,2115
84128952,23/1/2021,1334,1655
80069849,10/2/2021,1201,1752
87099320,9/2/2021,1258,1508
87001529,29/1/2021,1037,1600
96693128,31/1/2021,1555,2050
96440908,7/2/2021,1417,1644
80322805,28/1/2021,1344,2129
89713698,29/1/2021,1028,1510
99938845,25/1/2021,1241,1336
87611159,25/1/2021,2042,2125
89852477,6/2/2021,2132,2136
96892032,26/1/2021,1123,1223
85798959,20/1/2021,1726,2029
96347695,9/2/2021,1903,2011
87291647,3/2/2021,1051,1512
98393703,21/1/2021,1817,2116
89305264,5/2/2021,2118,2137
92602248,28/1/2021,1136,1817
91398778,27/1/2021,1250,1713
94488751,4/2/2021,1906,1924
96908163,2/2/2021,1617,1740
96780712,9/2/2021,1939,2116
84353218,11/2/2021,1855,2043
87482653,2/2/2021,2046,2114
90611850,5/2/2021,2134,2150
85749764,26/1/2021,1429,1937
90602572,8/2/2021,2045,2106
87101897,31/1/2021,1339,2023
86249086,21/1/2021,2110,2123
97298367,27/1/2021,1000,1354
86746372,27/1/2021,1826,1935
82795891,9/2/2021,1122,1633
83246451,28/1/2021,1936,2149
86925690,9/2/2021,1656,1941
92699477,21/1/2021,1013,1232
89845867,1/2/2021,1455,1744
99884628,21/1/2021,2127,2157
91542025,21/1/2021,1836,1839
97864833,9/2/2021,2015,2146
82274167,25/1/2021,2112,2150
83071519,28/1/2021,2046,2046
82518135,6/2/2021,1355,1542
91071551,27/1/2021,1313,1545
83003693,5/2/2021,2046,2138
88767840,23/1/2021,1147,1825
85463753,23/1/2021,2053,2127
81624396,8/2/2021,1210,1217
80345778,21/1/2021,1703,2112
94963607,21/1/2021,1403,1643
89196018,24/1/2021,1624,1650
86479781,7/2/2021,1639,1943
91775360,12/2/2021,1920,1958
99032716,24/1/2021,1122,1319
83977282,12/2/2021,2137,2153
88795541,4/2/2021,1944,2031
87837017,11/2/2021,1342,1546
93984942,30/1/2021,1411,1455
93180693,1/2/2021,1801,2031
96088031,5/2/2021,1837,2108
94161849,30/1/2021,1304,1722
83452784,29/1/2021,2158,2158
88832037,28/1/2021,1408,2022
96083061,31/1/2021,1910,2122
97571748,9/2/2021,1351,1546
95570557,24/1/2021,1830,1913
89823651,21/1/2021,1317,1410
87747273,2/2/2021,1003,1522
91088325,27/1/2021,1918,1948
87993959,10/2/2021,1735,1816
95714760,8/2/2021,1817,2026
91937202,7/2/2021,2117,2138
98364009,5/2/2021,1734,1948
88549128,6/2/2021,1929,2152
92655876,11/2/2021,1801,2153
88829418,10/2/2021,1611,1637
92163227,22/1/2021,1650,2156
84571304,28/1/2021,1948,2126
81742731,1/2/2021,1254,1416
92641359,7/2/2021,1951,1952
90257008,22/1/2021,1709,2140
86812400,3/2/2021,1223,1258
97217215,7/2/2021,1733,2048
92892222,10/2/2021,2146,2155
84362427,30/1/2021,1610,1737
97699277,12/2/2021,1538,2151
96820003,27/1/2021,1243,1806
85199333,9/2/2021,1558,2117
80526869,2/2/2021,1533,1955
84125631,8/2/2021,1015,1206
91906019,28/1/2021,1844,2102
80515915,23/1/2021,1331,1806
98003813,11/2/2021,1730,2153
92407779,21/1/2021,1147,1538
95609810,23/1/2021,1636,2130
95522604,21/1/2021,1349,1653
83980576,4/2/2021,1918,2008
84030602,29/1/2021,2004,2152
95764951,20/1/2021,1746,2017
91490206,7/2/2021,1534,1645
85058823,22/1/2021,1526,2140
95450426,30/1/2021,1244,1701
89448855,28/1/2021,1754,2127
94954877,26/1/2021,2035,2147
85940631,26/1/2021,1113,1727
